LINK	ANODE	BNODE	AB_000_015	AB_015_030	AB_030_045	AB_045_100	AB_100_115	AB_115_130	AB_130_145	AB_145_200	AB_200_215	AB_215_230	AB_230_245	AB_245_300	AB_300_315	AB_315_330	AB_330_345	AB_345_400	BA_000_015	BA_015_030	BA_030_045	BA_045_100	BA_100_115	BA_115_130	BA_130_145	BA_145_200	BA_200_215	BA_215_230	BA_230_245	BA_245_300	BA_300_315	BA_315_330	BA_330_345	BA_345_400
149	79	80	59.6	71.2	86.9	64.1	56.9	473.9	1612.9	2000.0	2000.0	2000.0	66.7	66.7	66.7	66.7	66.7	66.7	48.6	49.0	48.9	48.7	48.5	48.3	49.1	48.8	48.4	49.1	48.2	47.4	47.3	47.1	48.2	48.2
150	80	81	49.0	48.5	48.5	48.5	48.2	48.5	48.3	48.3	48.4	47.9	47.7	66.7	50.6	51.0	49.8	66.7	55.0	80.9	76.3	62.0	67.4	271.0	900.9	2000.0	2000.0	1123.6	51.7	51.6	50.3	50.0	50.9	50.8
151	81	82	48.3	48.3	48.0	48.0	48.1	48.3	48.3	48.0	47.7	47.7	48.0	47.1	66.7	66.7	66.7	66.7	48.2	48.4	48.8	48.0	48.8	48.4	48.6	47.8	47.9	47.6	48.0	47.7	48.0	47.2	47.3	47.5
152	82	83	64.4	193.1	306.7	58.2	67.2	87.7	290.7	1666.7	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	48.7	49.1	49.4	48.2	48.5	48.1	48.0	49.5	49.0	48.6	48.7	48.7	47.9	47.9	49.2	47.9
153	83	84	48.5	48.6	48.3	48.2	48.0	48.3	48.0	48.1	48.1	48.4	48.0	47.7	48.0	66.7	66.7	48.6	85.1	135.1	350.9	70.5	57.1	86.1	272.5	1470.6	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0
154	84	85	48.3	48.4	48.2	48.0	47.9	48.1	48.2	48.5	48.5	47.7	47.7	48.0	47.6	47.8	47.3	47.9	48.9	49.1	48.6	48.0	48.2	48.3	48.1	48.1	48.0	47.7	48.0	47.3	48.0	48.0	46.8	66.7
155	85	86	58.9	67.1	62.0	64.4	55.3	55.4	55.9	56.9	50.2	50.8	51.8	52.8	61.6	49.8	66.7	50.6	48.4	49.2	49.0	48.2	48.5	48.4	48.2	48.6	47.6	47.3	47.8	47.5	47.5	48.4	47.0	66.7
156	86	87	48.0	49.0	48.5	48.2	48.1	47.8	47.9	48.1	48.0	48.1	47.6	47.7	47.6	48.2	47.4	49.0	58.3	83.8	73.0	60.2	62.8	64.4	73.2	62.4	51.9	66.7	66.7	66.7	66.7	66.7	66.7	66.7
157	87	88	47.7	49.5	48.5	48.0	48.3	48.3	47.9	48.8	48.6	48.2	47.8	48.0	48.5	48.9	47.9	49.5	48.8	48.7	49.2	48.7	49.0	48.6	48.5	48.0	46.8	66.7	66.7	66.7	47.6	46.6	49.2	66.7
158	78	89	52.1	50.9	51.7	53.1	52.2	51.8	52.4	51.3	50.1	49.7	50.6	49.7	49.0	49.1	51.2	66.7	49.3	49.3	48.9	48.1	48.4	48.1	48.1	48.8	47.8	66.7	48.3	46.9	47.5	66.7	49.2	48.7
159	79	90	51.7	51.4	53.6	55.8	52.9	52.7	53.1	52.2	52.3	51.3	50.1	50.1	50.9	50.1	49.5	51.5	48.6	49.7	48.9	48.4	48.6	48.7	48.1	48.3	47.8	66.7	47.3	48.1	66.7	47.3	47.9	47.8
160	80	91	51.9	46.7	43.2	43.1	45.8	47.2	48.0	56.3	58.0	42.8	48.0	40.0	38.8	40.0	44.9	38.5	35.9	36.4	36.7	36.5	36.2	374.5	1666.7	2000.0	1388.9	746.3	36.3	36.4	35.3	35.9	36.6	35.8
161	81	92	68.8	54.8	59.3	56.0	56.3	64.1	71.2	56.7	54.3	50.4	51.0	50.9	50.4	50.5	50.4	51.9	49.7	49.5	48.3	48.3	48.4	48.1	48.4	48.2	47.9	66.7	48.0	47.9	46.6	48.5	48.3	48.4
162	82	93	69.1	97.8	60.3	59.1	58.2	62.4	66.3	62.4	70.4	50.6	52.4	51.5	50.4	51.0	50.5	52.9	48.2	48.9	48.9	48.3	48.3	48.1	48.4	48.4	47.8	66.7	47.1	47.1	66.7	48.0	46.8	47.2
163	83	94	142.5	232.6	116.3	43.0	44.6	49.2	66.9	108.2	724.6	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	613.5	36.3	37.2	37.2	36.6	36.3	36.5	199.2	1754.4	2000.0	2000.0	1886.8	380.2	35.9	36.1	36.4	36.4
164	84	95	66.7	69.4	60.0	61.5	138.5	337.8	952.4	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	48.4	49.2	48.5	48.4	48.3	48.3	48.1	49.3	48.4	48.5	48.4	47.8	49.1	48.7	48.2	48.1
165	85	96	63.8	70.6	61.1	62.7	58.7	59.3	83.1	775.2	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	48.9	49.1	48.3	48.4	48.4	48.3	47.8	48.2	48.5	48.4	48.4	47.9	51.6	48.9	66.7	47.4
166	86	97	80.5	82.1	47.8	46.0	45.7	46.9	103.3	157.0	91.2	41.2	43.6	40.4	42.6	43.3	41.9	46.6	35.9	38.3	37.4	36.4	36.0	36.0	36.2	36.0	35.4	35.4	35.7	35.1	35.2	34.9	35.0	35.5
167	87	98	52.5	54.0	54.7	55.3	51.9	52.1	54.3	53.3	51.3	50.1	50.2	51.7	51.0	50.2	51.8	47.8	48.9	49.5	48.5	48.2	48.0	48.2	48.0	48.3	45.9	66.7	48.4	47.7	48.2	50.0	66.7	48.3
168	88	99	50.8	52.5	51.6	52.2	52.2	51.8	51.2	52.7	51.9	49.9	50.6	49.8	49.4	50.6	49.1	66.7	49.1	49.4	48.4	48.1	48.6	48.4	48.6	48.6	47.3	66.7	49.0	49.3	49.6	49.6	66.7	49.1
169	89	90	36.4	36.4	36.3	36.3	36.4	36.5	36.5	36.4	36.5	44.4	44.4	44.4	44.4	44.4	44.4	44.4	36.4	36.8	35.8	35.7	35.4	35.3	36.0	36.2	35.7	36.5	35.8	36.7	36.0	36.2	35.8	35.8
170	90	91	44.7	44.9	45.9	45.2	43.9	42.5	44.2	77.0	186.6	44.4	44.4	44.4	44.4	44.4	44.4	44.4	37.0	37.4	37.4	36.4	36.6	36.3	36.5	36.7	36.4	36.3	36.3	36.2	36.1	35.9	36.1	36.3
171	91	92	36.2	36.8	36.8	36.6	36.5	36.5	36.5	36.2	36.2	35.5	36.1	39.4	39.8	34.5	44.4	44.4	49.8	68.3	157.0	418.4	454.5	632.9	625.0	970.9	662.3	44.5	40.9	41.5	42.4	39.6	39.3	41.4
172	92	93	36.1	35.8	36.1	35.8	36.3	36.1	35.9	36.2	35.4	35.3	35.6	44.4	44.4	44.4	44.4	44.4	36.4	36.8	36.7	36.1	37.2	36.9	36.7	36.1	35.9	35.5	35.4	35.6	35.5	35.2	35.5	35.7
173	93	94	47.0	49.6	48.0	48.0	47.3	50.5	50.2	48.9	526.3	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	37.1	38.1	37.2	37.6	36.7	37.4	38.2	36.9	36.7	36.6	36.0	36.1	35.9	35.9	35.7	36.1
174	94	95	36.7	37.0	36.5	36.9	45.4	90.6	160.3	781.3	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	735.3	75.0	228.8	628.9	1851.9	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	568.2
175	95	96	36.8	36.8	36.4	35.8	36.3	36.6	39.4	191.2	1098.9	42.1	41.6	165.8	52.2	56.9	37.6	41.3	35.8	36.3	36.4	42.6	307.7	699.3	1886.8	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	621.1
176	96	97	43.8	46.5	43.6	43.5	42.4	44.2	53.2	80.7	42.2	39.2	46.7	53.1	41.1	39.1	36.0	45.9	36.4	36.4	36.1	36.2	36.0	36.4	41.0	606.1	2000.0	2000.0	2000.0	2000.0	2000.0	1612.9	2000.0	1010.1
177	97	98	37.1	37.5	36.8	36.5	36.9	36.6	37.8	36.5	36.2	36.1	36.2	36.0	36.4	36.4	36.2	36.5	54.1	59.7	92.8	169.8	168.4	192.3	257.7	82.0	42.4	44.4	44.4	44.4	44.4	44.4	44.4	44.4
178	98	99	36.3	36.1	35.7	35.5	35.5	36.1	35.8	35.8	36.1	35.7	35.9	36.1	36.6	36.4	36.7	36.0	37.0	36.4	36.4	36.6	36.4	36.2	36.4	36.2	36.4	44.4	44.4	41.8	44.4	44.4	44.4	44.4
179	89	100	49.0	49.3	48.4	48.0	48.0	48.3	48.3	48.7	48.3	48.1	47.9	47.8	48.8	48.6	48.2	48.5	52.5	53.9	52.6	52.6	52.9	52.9	52.2	53.9	55.4	66.7	66.7	66.7	66.7	66.7	66.7	66.7
180	90	101	49.5	48.8	48.1	47.7	48.1	47.7	48.7	48.6	48.6	48.2	48.8	48.7	47.8	48.5	47.8	47.8	57.1	63.1	56.9	54.7	56.5	54.9	54.2	53.9	53.0	66.7	66.7	66.7	66.7	66.7	66.7	66.7
181	91	102	37.9	36.7	36.4	36.9	37.8	37.7	37.4	37.0	36.4	36.2	36.7	35.8	35.7	35.4	36.4	36.0	91.0	109.5	51.0	66.1	55.9	91.7	109.4	144.7	578.0	39.8	44.4	44.4	44.4	44.4	44.4	44.4
182	92	103	48.8	48.8	48.2	48.0	48.3	48.4	48.1	48.5	47.9	47.5	48.2	48.2	48.0	48.9	47.6	47.8	76.4	137.0	97.1	61.7	59.1	90.8	65.8	59.3	56.5	66.7	66.7	66.7	66.7	48.6	66.7	66.7
183	93	104	48.9	48.6	48.2	47.8	47.9	48.3	48.3	48.5	48.1	48.8	48.2	47.9	48.0	48.2	47.5	48.1	119.2	458.7	227.3	62.0	76.3	62.5	71.8	73.4	63.1	66.7	66.7	66.7	66.7	66.7	66.7	66.7
184	94	105	37.0	36.1	36.1	36.3	36.3	36.8	36.9	36.8	36.4	36.9	36.1	35.8	36.2	35.3	35.2	36.2	47.8	49.1	49.5	47.0	45.2	48.2	47.0	50.1	263.9	44.4	2000.0	44.4	44.4	44.4	44.4	44.4
185	95	106	48.9	48.6	47.7	48.1	48.8	48.5	48.6	48.6	48.8	48.3	48.6	47.9	48.9	49.0	49.0	49.6	91.6	120.5	64.8	82.2	671.1	1176.5	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0
186	96	107	48.4	48.4	48.1	47.8	48.1	48.5	48.4	49.2	49.1	48.3	48.6	49.9	49.5	48.5	49.2	48.9	55.6	73.6	62.1	70.9	57.7	59.8	65.8	800.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	66.7
187	97	108	36.6	36.1	36.6	36.1	36.7	36.4	36.8	37.1	36.4	36.7	36.6	36.7	36.8	36.5	36.0	36.3	41.7	41.2	45.7	43.6	44.9	45.3	44.8	42.9	40.0	44.4	44.4	44.4	44.4	44.4	44.4	44.4
188	98	109	48.7	48.4	48.1	48.0	47.7	47.8	48.2	48.5	48.2	47.5	48.2	48.8	48.5	48.4	47.8	48.5	53.7	54.1	52.5	52.3	53.4	52.7	53.4	53.1	51.4	66.7	59.2	66.7	66.7	66.7	66.7	66.7
189	99	110	48.3	48.9	47.8	47.9	48.8	48.4	48.4	48.9	47.8	48.5	48.1	48.7	48.8	48.3	47.5	48.2	52.5	53.2	53.5	52.2	52.2	53.0	53.4	52.6	51.6	66.7	66.7	66.7	53.8	49.2	66.7	48.6
190	100	101	48.8	48.9	48.5	48.6	49.3	48.8	48.6	48.6	48.1	66.7	66.7	48.8	66.7	66.7	66.7	66.7	49.0	48.7	48.4	49.1	49.5	48.8	48.5	47.9	49.4	48.5	48.3	48.4	49.3	48.3	48.6	48.1
191	101	102	53.7	53.6	52.9	53.1	54.4	53.1	52.6	54.6	56.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	48.5	48.6	48.4	48.9	48.8	48.6	48.5	48.4	48.3	48.1	47.9	48.1	48.7	47.3	47.3	48.4
192	102	103	48.2	48.4	48.8	48.0	48.5	48.3	48.8	48.7	47.8	47.9	50.7	66.7	47.6	66.7	45.8	49.9	52.0	53.4	53.4	53.9	56.9	54.9	54.8	53.2	52.0	50.3	50.4	50.8	49.5	49.3	48.9	51.0
193	103	104	48.5	48.1	48.2	48.1	48.3	48.9	48.2	48.4	48.0	47.8	47.5	66.7	66.7	66.7	66.7	66.7	48.4	48.0	48.4	48.7	48.4	48.3	48.4	48.3	47.9	48.5	48.0	48.9	49.3	48.2	48.1	48.2
194	104	105	53.2	52.5	51.9	54.6	53.0	53.4	52.9	57.2	50.8	50.1	56.7	66.7	66.7	66.7	66.7	66.7	48.6	48.1	47.9	48.2	48.9	48.2	48.3	48.4	48.1	49.0	48.1	48.3	47.5	48.3	49.0	48.3
195	105	106	48.1	48.0	48.0	48.2	48.5	48.2	48.2	48.5	48.1	48.3	48.6	48.4	48.4	66.7	47.0	48.8	53.6	55.0	54.1	56.1	53.3	57.5	59.4	56.0	51.8	50.6	51.5	50.4	50.7	51.2	49.4	50.7
196	106	107	48.2	48.1	47.7	47.8	48.4	48.1	48.2	47.8	48.0	49.5	48.3	47.8	49.1	49.3	49.2	48.7	48.3	48.4	48.5	48.4	48.4	48.9	48.4	48.6	47.7	48.2	47.5	48.9	48.0	48.4	48.3	48.1
197	107	108	52.1	51.9	52.5	52.1	53.2	53.2	53.4	52.9	50.2	49.9	51.0	51.0	50.1	50.5	48.9	51.9	49.1	48.8	49.2	48.3	48.0	48.2	48.7	48.9	48.2	47.3	49.1	49.1	49.1	48.3	48.9	49.5
198	108	109	47.9	48.4	48.1	48.0	48.0	48.0	48.6	48.6	48.3	48.2	48.4	48.3	48.0	48.5	47.3	48.3	52.5	54.6	55.9	54.5	56.8	57.7	61.6	56.9	51.6	66.7	66.7	66.7	66.7	52.6	66.7	66.7
199	109	110	48.2	48.9	47.7	47.6	48.5	48.7	48.5	48.4	48.6	46.9	49.3	49.6	49.2	49.5	47.6	49.3	48.8	49.1	48.8	49.7	49.3	49.0	49.2	49.1	48.7	66.7	51.4	49.2	52.6	48.8	48.6	66.7
200	100	111	50.6	49.7	49.3	50.0	49.1	48.7	48.6	48.8	48.7	49.9	50.1	48.8	49.9	49.8	49.7	49.6	49.1	48.9	49.3	48.8	49.3	49.1	49.5	49.1	49.3	66.7	66.7	46.6	66.7	66.7	66.7	66.7
201	101	112	49.9	47.2	48.0	48.6	48.1	48.8	48.7	48.9	49.7	48.1	48.6	48.0	46.9	49.6	48.6	48.9	49.0	48.4	49.0	49.0	48.9	48.7	48.6	48.7	47.2	49.2	66.7	49.8	66.7	47.2	66.7	48.9
202	102	113	36.7	35.6	35.8	36.1	36.0	35.8	35.9	36.3	36.3	36.6	36.1	35.8	35.9	36.0	36.7	36.5	36.7	36.7	36.3	36.4	37.1	36.5	36.6	36.5	34.9	44.4	44.4	44.4	44.4	44.4	44.4	44.4
203	103	114	49.1	47.6	48.1	48.5	48.4	49.1	48.6	48.1	48.5	48.9	48.6	48.5	49.2	48.9	47.2	49.2	48.6	48.5	48.9	48.3	49.1	48.7	48.7	48.5	49.6	66.7	66.7	49.2	66.7	66.7	66.7	49.2
204	104	115	48.6	47.8	48.3	48.7	48.1	48.8	48.6	48.6	48.7	49.7	49.1	48.3	47.7	49.1	47.3	48.6	48.7	48.0	48.7	49.1	48.5	48.8	48.8	48.7	47.0	66.7	66.7	66.7	66.7	66.7	66.7	66.7
205	105	116	36.0	35.5	35.7	35.8	35.9	36.0	35.8	36.5	36.0	36.6	36.0	36.1	36.3	36.3	37.9	36.3	36.7	36.5	36.2	36.2	36.5	36.5	36.7	36.5	36.2	44.4	44.4	44.4	44.4	44.4	44.4	44.4
206	106	117	47.8	47.7	47.9	48.9	48.6	48.7	48.5	48.9	48.2	48.0	50.0	48.9	48.5	49.1	47.5	48.7	48.7	48.7	48.3	48.4	47.7	48.9	48.8	48.3	47.5	50.6	66.7	66.7	66.7	66.7	66.7	66.7
207	107	118	50.0	48.0	48.4	49.2	48.5	48.5	48.7	48.9	49.6	48.2	48.4	48.7	48.4	47.8	66.7	48.7	48.8	48.6	48.6	48.9	48.5	48.5	48.8	48.6	48.3	66.7	66.7	66.7	66.7	66.7	66.7	53.3
208	108	119	36.0	35.9	35.8	35.7	35.7	35.8	35.8	36.4	36.2	36.5	36.7	37.0	35.9	36.1	35.5	36.9	36.7	36.3	36.3	36.4	36.2	36.3	36.2	36.3	36.3	44.4	44.4	44.4	44.4	44.4	44.4	44.4
209	109	120	48.5	48.2	48.1	48.3	48.9	48.4	48.4	49.3	49.1	48.6	48.7	49.5	49.0	48.9	49.3	48.8	48.7	48.7	49.0	48.9	48.4	48.5	49.0	48.6	47.3	51.8	66.7	66.7	53.8	66.7	66.7	66.7
210	110	121	48.9	48.3	48.9	49.1	49.0	48.9	49.5	49.2	49.2	49.1	49.8	49.9	50.0	48.9	49.0	49.7	49.6	48.9	49.1	49.2	49.1	49.4	48.4	48.6	47.9	66.7	66.7	52.8	66.7	66.7	66.7	66.7
211	111	112	49.0	49.2	49.2	49.4	49.0	49.1	49.3	49.3	66.7	49.8	51.2	66.7	66.7	66.7	66.7	66.7	48.5	49.0	49.6	49.5	49.8	49.9	49.8	49.1	49.1	50.8	50.4	49.1	50.8	48.2	48.7	49.6
212	112	113	52.1	53.0	53.1	53.8	53.1	53.3	53.5	53.1	58.3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	48.6	48.2	49.6	49.0	48.4	48.9	48.8	48.3	48.0	47.7	48.2	48.6	48.6	47.8	48.6	48.5
213	113	114	48.4	48.9	48.7	48.7	48.7	48.9	48.9	48.7	48.4	46.0	49.0	54.1	51.2	46.2	66.7	48.9	51.2	52.8	51.9	51.2	52.9	52.6	52.3	51.5	49.5	66.7	49.6	50.0	51.8	50.2	47.5	49.6
214	114	115	48.3	48.4	48.6	48.0	48.8	48.9	48.7	48.2	47.7	49.2	49.2	66.7	49.2	66.7	66.7	66.7	48.1	48.8	48.7	49.1	48.4	48.4	48.5	48.3	48.1	50.8	48.3	48.1	49.4	47.6	66.7	48.0
215	115	116	51.5	52.5	52.6	52.6	51.9	53.0	52.4	51.9	53.1	40.0	48.9	66.7	66.7	66.7	66.7	66.7	48.0	48.6	48.5	49.1	49.0	48.8	48.4	48.0	48.1	48.3	47.4	47.5	48.1	48.9	49.8	48.0
216	116	117	48.4	48.7	48.2	48.5	48.1	48.8	48.1	48.1	48.0	47.2	48.2	48.1	47.6	50.6	49.8	49.0	51.4	52.4	52.4	52.8	53.5	51.8	52.4	51.5	51.4	47.8	48.7	66.7	48.3	53.8	47.2	49.6
217	117	118	47.9	49.0	48.7	48.8	48.7	48.6	48.3	48.4	48.5	48.6	49.0	48.5	47.3	66.7	66.7	49.3	47.6	48.4	48.8	48.9	48.4	49.0	48.7	47.8	47.7	66.7	66.7	46.8	49.3	47.5	47.7	66.7
218	118	119	51.2	51.2	52.7	51.3	52.2	52.2	50.9	51.0	50.8	48.0	49.1	49.2	48.8	66.7	66.7	47.9	48.2	48.8	48.8	48.7	48.4	48.3	48.7	48.5	49.0	66.7	48.5	48.1	49.3	49.5	47.9	50.4
219	119	120	48.1	48.9	48.4	48.2	48.6	48.4	48.4	48.6	48.6	48.5	47.6	48.0	47.4	48.5	48.8	49.6	52.2	52.2	53.5	53.4	52.4	52.1	53.1	52.3	50.3	66.7	66.7	66.7	66.7	66.7	66.7	66.7
220	120	121	49.8	49.5	49.5	49.9	49.1	49.3	49.4	49.3	49.2	48.8	49.1	48.7	48.2	49.9	48.9	48.3	49.1	49.8	49.2	49.7	49.6	49.6	49.6	48.9	48.2	66.7	66.7	66.7	66.7	66.7	66.7	66.7
