LINK	ANODE	BNODE	AB_000_015	AB_015_030	AB_030_045	AB_045_100	AB_100_115	AB_115_130	AB_130_145	AB_145_200	AB_200_215	AB_215_230	AB_230_245	AB_245_300	AB_300_315	AB_315_330	AB_330_345	AB_345_400	BA_000_015	BA_015_030	BA_030_045	BA_045_100	BA_100_115	BA_115_130	BA_130_145	BA_145_200	BA_200_215	BA_215_230	BA_230_245	BA_245_300	BA_300_315	BA_315_330	BA_330_345	BA_345_400
194	104	105	97	73	66	75	83	94	88	99	15	9	2	0	0	0	0	0	60	48	31	32	17	58	73	96	27	6	35	27	9	13	4	103
195	105	106	68	59	46	51	55	78	82	115	24	6	22	25	12	0	1	48	88	81	76	62	66	77	85	90	17	5	13	11	7	7	6	27
196	106	107	70	46	48	35	55	51	60	82	25	3	10	18	7	6	4	35	62	68	62	54	46	66	84	84	13	4	10	14	5	23	4	11
197	107	108	54	58	59	46	67	60	69	68	18	2	13	16	3	2	2	38	61	45	45	29	44	61	88	86	15	8	19	21	23	22	2	4
198	108	109	43	33	38	30	46	67	111	107	38	11	61	57	49	27	10	57	87	74	86	73	79	75	77	82	4	0	0	0	0	1	0	0
199	109	110	36	20	23	18	27	41	70	54	19	2	36	38	37	18	8	38	62	38	54	47	57	60	35	44	2	0	3	1	2	1	1	0
200	100	111	21	13	13	24	28	33	36	36	35	18	14	15	7	5	8	43	39	26	37	29	25	34	31	24	5	0	0	1	0	0	0	0
201	101	112	16	8	33	50	47	61	50	46	41	16	12	18	3	10	11	36	61	46	49	42	53	41	52	46	1	2	0	1	0	1	0	5
202	102	113	24	53	116	143	114	114	103	90	70	21	39	28	12	24	11	88	97	99	101	111	114	112	109	111	3	0	0	0	0	0	0	0
203	103	114	19	20	25	50	44	62	65	41	23	5	20	20	7	6	5	45	48	61	50	31	41	51	52	43	3	0	0	1	0	0	0	1
204	104	115	9	13	30	51	34	47	60	63	16	7	20	18	4	8	1	35	49	56	43	42	42	57	44	47	4	0	0	0	0	0	0	0
205	105	116	19	92	93	88	73	131	139	110	29	11	38	24	8	12	6	52	97	120	120	132	130	126	111	95	14	0	0	0	0	0	0	0
206	106	117	5	29	25	57	33	56	45	40	21	8	12	12	12	11	3	26	53	55	56	56	52	54	55	51	5	1	0	0	0	0	0	0
207	107	118	7	30	49	41	42	74	70	44	19	2	11	9	8	14	0	12	44	50	61	52	47	50	54	49	3	0	0	0	0	0	0	1
208	108	119	43	116	81	103	97	131	131	111	23	12	25	32	15	28	6	36	98	106	107	100	129	113	108	116	4	0	0	0	0	0	0	0
209	109	120	19	28	42	44	46	68	78	66	19	13	18	15	7	7	7	25	49	55	59	71	54	49	52	43	3	1	0	0	1	0	0	0
210	110	121	17	13	35	41	32	48	71	54	11	4	19	13	8	11	7	21	37	33	42	39	41	41	18	39	5	0	0	1	0	0	0	0
211	111	112	49	33	31	31	32	30	39	32	0	1	1	0	0	0	0	0	18	15	38	45	31	37	40	41	27	8	10	17	2	7	3	17
212	112	113	63	55	51	56	41	58	56	74	2	0	0	0	0	0	0	0	32	26	60	67	43	55	69	51	39	9	22	26	9	13	4	46
213	113	114	46	47	59	75	58	46	33	56	12	3	6	2	1	2	0	5	43	26	45	42	38	36	47	68	18	0	10	16	3	5	1	14
214	114	115	68	57	54	61	54	49	37	61	13	2	1	0	1	0	0	0	47	32	49	40	26	54	66	65	21	2	14	16	4	4	0	19
215	115	116	65	53	59	75	56	55	51	73	21	1	2	0	0	0	0	0	47	49	57	37	26	54	68	55	27	2	8	13	4	6	1	19
216	116	117	39	71	44	60	53	69	68	80	33	2	11	6	2	1	1	7	63	64	45	51	51	61	57	65	20	1	2	0	3	2	1	3
217	117	118	39	53	47	65	51	57	51	72	35	3	4	4	4	0	0	4	52	56	51	41	51	64	48	53	13	0	0	1	2	2	1	0
218	118	119	35	51	39	47	59	66	56	54	27	1	2	2	3	0	0	2	46	76	37	39	54	49	49	61	9	0	3	3	5	6	2	1
219	119	120	34	81	51	67	55	74	82	55	21	5	8	8	7	10	4	11	55	66	57	47	64	58	71	77	2	0	0	0	0	0	0	0
220	120	121	18	41	35	52	37	62	60	45	14	2	8	6	4	6	2	6	27	40	35	34	58	41	39	44	2	0	0	0	0	0	0	0
