HOUSEHOLD	PERSON	TRIP	LEG	MODE	EVENT	SCHEDULE	ACTUAL	LINK	OFFSET
39367	1	1	2	0	2	622	4773	203	500
20984	1	1	2	0	2	278	2916	-89	500
46902	1	1	2	0	2	489	2639	-86	500
32859	1	1	2	0	2	411	1826	182	500
9973	1	1	2	0	2	789	4438	202	500
53074	1	1	2	0	2	489	4186	157	500
51562	1	1	2	0	2	300	2938	-88	500
42006	1	1	2	0	2	356	2763	-88	500
2491	1	1	2	0	2	444	1415	163	500
47116	1	1	2	0	2	533	430	150	500
55647	1	1	2	0	2	422	3053	213	500
28039	1	1	2	0	2	566	2572	-190	500
15315	1	1	2	0	2	489	1927	73	500
49688	1	1	2	0	2	489	3632	7	500
28142	1	1	2	0	2	711	3076	200	500
47532	1	1	2	0	2	578	982	179	500
59944	1	1	2	0	2	411	852	54	500
32633	1	1	2	0	2	233	3482	-97	500
38298	1	1	2	0	2	822	3529	-33	500
35760	1	1	2	0	2	211	569	-190	500
7847	1	1	2	0	2	233	4475	-113	500
39548	1	1	2	0	2	278	3128	111	500
39830	1	1	2	0	2	678	4864	48	500
46171	1	1	2	0	2	611	2621	-173	500
52288	1	1	2	0	2	556	1577	-190	500
29573	1	1	2	0	2	344	534	161	500
3421	1	1	2	0	2	500	4870	8	500
31842	1	1	2	0	2	367	1219	189	500
42918	1	1	2	0	2	411	369	-148	500
38690	1	1	2	0	2	600	3572	-18	500
29268	1	1	2	0	2	578	3044	217	500
17411	1	1	2	0	2	689	1788	165	500
38340	1	1	2	0	2	489	1559	180	500
58266	1	1	2	0	2	289	716	-191	500
16573	1	1	2	0	2	622	3205	201	500
15656	1	1	2	0	2	389	5905	29	500
39535	1	1	2	0	2	367	3793	-97	500
52822	1	1	2	0	2	466	3376	-159	500
15749	1	1	2	0	2	566	2497	-107	500
45899	1	1	2	0	2	144	3165	93	500
6264	1	1	2	0	2	211	1151	207	500
47212	1	1	2	0	2	889	4692	209	500
2306	1	1	2	0	2	278	3805	118	500
39776	1	1	2	0	2	622	3759	204	500
48472	1	1	2	0	2	389	1788	-74	500
49043	1	1	2	0	2	444	725	50	500
14942	1	1	2	0	2	344	3345	104	500
13913	1	1	2	0	2	345	1506	-191	500
21152	1	1	2	0	2	266	819	51	500
40723	1	1	2	0	2	633	3646	202	500
42823	1	1	2	0	2	489	2978	-85	500
51600	1	1	2	0	2	134	1511	70	500
54774	1	1	2	0	2	500	5891	-149	500
10521	1	1	2	0	2	200	2667	-80	500
43924	1	1	2	0	2	367	5562	-18	500
9693	1	1	2	0	2	489	4679	206	500
37612	1	1	2	0	2	222	3393	-100	500
40275	1	1	2	0	2	356	1804	204	500
27748	1	1	2	0	2	467	2649	-193	500
2159	1	1	2	0	2	267	1863	-70	500
53170	1	1	2	0	2	422	1500	141	500
38534	1	1	2	0	2	89	1102	45	500
1974	1	1	2	0	2	322	3975	208	500
32610	1	1	2	0	2	522	3694	105	500
16919	1	1	2	0	2	267	3540	-95	500
6287	1	1	2	0	2	667	3100	200	500
2059	1	1	2	0	2	334	2155	-78	500
6707	1	1	2	0	2	533	5656	9	500
59438	1	1	2	0	2	511	2892	-74	500
22747	1	1	2	0	2	300	2435	206	500
33158	1	1	2	0	2	178	3602	108	500
2567	1	1	2	0	2	178	3553	108	500
52695	1	1	2	0	2	466	1458	120	500
10085	1	1	2	0	2	644	3689	-22	500
28249	1	1	2	0	2	622	3063	-191	500
55834	1	1	2	0	2	555	728	192	500
23144	1	1	2	0	2	366	5029	-134	500
19316	1	1	2	0	2	533	4080	198	500
33668	1	1	2	0	2	489	4047	-197	500
26176	1	1	2	0	2	422	4016	198	500
22504	1	1	2	0	2	444	3746	116	500
10302	1	1	2	0	2	700	3228	181	500
3061	1	1	2	0	2	333	1317	63	500
24454	1	1	2	0	2	367	2116	84	500
58140	1	1	2	0	2	444	2668	-95	500
5738	1	1	2	0	2	533	3584	204	500
22167	1	1	2	0	2	356	2746	90	500
23902	1	1	2	0	2	289	2386	-79	500
44839	1	1	2	0	2	300	1039	-57	500
53639	1	1	2	0	2	478	821	-85	500
14018	1	1	2	0	2	633	2574	181	500
34105	1	1	2	0	2	756	3882	-211	500
25079	1	1	2	0	2	411	3037	82	500
5889	1	1	2	0	2	322	2152	-76	500
6374	1	1	2	0	2	533	850	-32	500
22131	1	1	2	0	2	366	5080	-111	500
7010	1	1	2	0	2	200	3922	120	500
40846	1	1	2	0	2	867	3588	10	500
25642	1	1	2	0	2	700	3240	181	500
25056	1	1	2	0	2	467	1404	53	500
36651	1	1	2	0	2	134	1094	-59	500
55631	1	1	2	0	2	278	2219	-32	500
45077	1	1	2	0	2	466	2574	-86	500
10007	1	1	2	0	2	355	3218	-106	500
1663	1	1	2	0	2	578	3534	-95	500
47482	1	1	2	0	2	445	377	162	500
55261	1	1	2	0	2	622	4500	181	500
31241	1	1	2	0	2	211	1251	207	500
39238	1	1	2	0	2	111	2402	-89	500
51592	1	1	2	0	2	534	470	-213	500
9834	1	1	2	0	2	600	428	14	500
3822	1	1	2	0	2	511	4036	-120	500
7104	1	1	2	0	2	200	3175	99	500
50080	1	1	2	0	2	444	857	-32	500
40120	1	1	2	0	2	344	4259	124	500
7156	1	1	2	0	2	289	4430	120	500
28985	1	1	2	0	2	311	7287	49	500
21981	1	1	2	0	2	667	4027	-212	500
12813	1	1	2	0	2	211	618	-190	500
39756	1	1	2	0	2	534	391	201	500
29695	1	1	2	0	2	611	1898	-170	500
19493	1	1	2	0	2	356	1139	180	500
56386	1	1	2	0	2	378	3571	-39	500
14453	1	1	2	0	2	156	1737	56	500
28186	1	1	2	0	2	411	1552	181	500
15297	1	1	2	0	2	523	385	13	500
9578	1	1	2	0	2	667	492	-209	500
23634	1	1	2	0	2	222	4322	121	500
32822	1	1	2	0	2	400	2642	-88	500
44172	1	1	2	0	2	300	829	201	500
53628	1	1	2	0	2	500	4148	103	500
15442	1	1	2	0	2	822	3921	-190	500
44280	1	1	2	0	2	333	652	181	500
52642	1	1	2	0	2	700	5003	179	500
19342	1	1	2	0	2	578	4879	7	500
44058	1	1	2	0	2	467	4029	-214	500
7655	1	1	2	0	2	144	4001	121	500
9618	1	1	2	0	2	722	3495	202	500
726	1	1	2	0	2	200	2701	91	500
54163	1	1	2	0	2	267	804	213	500
38626	1	1	2	0	2	334	1373	-64	500
19833	1	1	2	0	2	334	1352	-64	500
39709	1	1	2	0	2	466	7224	-42	500
29171	1	1	2	0	2	644	4566	-127	500
17969	1	1	2	0	2	489	2503	-85	500
31617	1	1	2	0	2	300	776	-190	500
41547	1	1	2	0	2	378	3551	90	500
56965	1	1	2	0	2	144	466	171	500
3084	1	1	2	0	2	267	3116	-88	500
52013	1	1	2	0	2	711	2755	180	500
54487	1	1	2	0	2	400	2739	-68	500
12554	1	1	2	0	2	666	2610	179	500
45515	1	1	2	0	2	489	1520	62	500
43548	1	1	2	0	2	400	3079	-90	500
53981	1	1	2	0	2	267	1531	-192	500
3250	1	1	2	0	2	211	2468	-77	500
54876	1	1	2	0	2	300	1145	89	500
29543	1	1	2	0	2	433	4846	100	500
5018	1	1	2	0	2	556	4537	91	500
19290	1	1	2	0	2	311	3391	-97	500
35943	1	1	2	0	2	389	1214	-190	500
2170	1	1	2	0	2	611	3241	202	500
48062	1	1	2	0	2	533	4622	-127	500
9058	1	1	2	0	2	400	2442	-86	500
26688	1	1	2	0	2	555	2340	180	500
11069	1	1	2	0	2	256	647	-190	500
28225	1	1	2	0	2	645	490	-209	500
58290	1	1	2	0	2	722	4741	220	500
24416	1	1	2	0	2	467	4692	-214	500
19399	1	1	2	0	2	222	4355	121	500
14437	1	1	2	0	2	356	3242	90	500
58010	1	1	2	0	2	622	3147	180	500
27962	1	1	2	0	2	511	3019	-102	500
6020	1	1	2	0	2	611	2730	-190	500
42110	1	1	2	0	2	422	2629	-86	500
33563	1	1	2	0	2	344	1787	-80	500
28106	1	1	2	0	2	766	4923	210	500
4372	1	1	2	0	2	600	2297	81	500
44631	1	1	2	0	2	600	2277	179	500
10598	1	1	2	0	2	433	1359	163	500
28234	1	1	2	0	2	533	6347	-38	500
36482	1	1	2	0	2	800	4193	-190	500
3340	1	1	2	0	2	333	2733	-86	500
57056	1	1	2	0	2	488	2559	-169	500
9882	1	1	2	0	2	134	1830	72	500
12764	1	1	2	0	2	245	2489	91	500
54803	1	1	2	0	2	233	5417	-39	500
28045	1	1	2	0	2	100	2180	72	500
23702	1	1	2	0	2	300	844	201	500
13468	1	1	2	0	2	233	3411	-107	500
26250	1	1	2	0	2	266	884	52	500
43520	1	1	2	0	2	167	614	-190	500
18973	1	1	2	0	2	455	2498	-109	500
26018	1	1	2	0	2	178	1392	61	500
59134	1	1	2	0	2	222	1050	-85	500
58369	1	1	2	0	2	400	492	-60	500
34261	1	1	2	0	2	367	4488	111	500
15940	1	1	2	0	2	467	2582	-216	500
53920	1	1	2	0	2	633	4717	196	500
3589	1	1	2	0	2	667	3425	8	500
12488	1	1	2	0	2	233	2998	90	500
34711	1	1	2	0	2	500	2736	-191	500
33858	1	1	2	0	2	367	2588	-215	500
6925	1	1	2	0	2	256	651	-190	500
1201	1	1	2	0	2	222	426	180	500
39507	1	1	2	0	2	478	5422	136	500
58017	1	1	2	0	2	233	4761	58	500
45271	1	1	2	0	2	411	3836	102	500
37814	1	1	2	0	2	555	2366	180	500
4825	1	1	2	0	2	144	1434	61	500
13942	1	1	2	0	2	500	1288	163	500
44438	1	1	2	0	2	322	553	180	500
2623	1	1	2	0	2	978	3560	-33	500
5028	1	1	2	0	2	600	3526	186	500
7291	1	1	2	0	2	411	3001	-97	500
21678	1	1	2	0	2	422	974	51	500
39889	1	1	2	0	2	100	643	-191	500
39956	1	1	2	0	2	222	418	180	500
10885	1	1	2	0	2	566	5251	47	500
58165	1	1	2	0	2	522	4650	-118	500
49581	1	1	2	0	2	533	4037	-196	500
19406	1	1	2	0	2	100	2130	72	500
39908	1	1	2	0	2	455	1372	163	500
8066	1	1	2	0	2	300	893	51	500
31322	1	1	2	0	2	1000	1912	-11	500
19893	1	1	2	0	2	511	5033	-32	500
2993	1	1	2	0	2	811	3983	-191	500
964	1	1	2	0	2	356	3484	209	500
22309	1	1	2	0	2	378	2485	206	500
24168	1	1	2	0	2	244	3478	-95	500
7636	1	1	2	0	2	522	3389	202	500
53644	1	1	2	0	2	677	1977	-169	500
29415	1	1	2	0	2	389	4085	208	500
8882	1	1	2	0	2	822	4073	200	500
20910	1	1	2	0	2	467	2520	206	500
38329	1	1	2	0	2	233	1231	62	500
43970	1	1	2	0	2	100	636	-191	500
48631	1	1	2	0	2	511	5256	-25	500
9901	1	1	2	0	2	67	1818	72	500
12433	1	1	2	0	2	522	1365	163	500
54173	1	1	2	0	2	367	3466	-107	500
36933	1	1	2	0	2	311	2387	-74	500
25848	1	1	2	0	2	544	1458	210	500
54267	1	1	2	0	2	511	733	74	500
11134	1	1	2	0	2	322	3431	93	500
51469	1	1	2	0	2	500	2906	92	500
45143	1	1	2	0	2	278	632	181	500
18213	1	1	2	0	2	322	4368	100	500
31858	1	1	2	0	2	422	3946	-197	500
55168	1	1	2	0	2	134	1003	-90	500
49123	1	1	2	0	2	233	568	181	500
45036	1	1	2	0	2	611	4017	-1	500
43998	1	1	2	0	2	533	2639	192	500
47922	1	1	2	0	2	411	1897	182	500
6644	1	1	2	0	2	544	5396	114	500
13371	1	1	2	0	2	478	4424	118	500
49074	1	1	2	0	2	422	4084	198	500
13210	1	1	2	0	2	289	2892	-89	500
16924	1	1	2	0	2	278	741	49	500
49883	1	1	2	0	2	178	1417	61	500
29558	1	1	2	0	2	667	3575	-95	500
35606	1	1	2	0	2	311	1240	163	500
1299	1	1	2	0	2	600	434	-211	500
12599	1	1	2	0	2	322	4184	112	500
49999	1	1	2	0	2	644	2586	-85	500
29113	1	1	2	0	2	733	2370	179	500
5914	1	1	2	0	2	555	4192	188	500
40483	1	1	2	0	2	200	2308	-78	500
39078	1	1	2	0	2	633	5398	124	500
35559	1	1	2	0	2	555	4215	198	500
23025	1	1	2	0	2	656	3419	200	500
24869	1	1	2	0	2	366	4397	-118	500
11860	1	1	2	0	2	533	3768	94	500
57165	1	1	2	0	2	233	1288	123	500
1068	1	1	2	0	2	411	4832	129	500
334	1	1	2	0	2	289	855	200	500
51339	1	1	2	0	2	433	3390	-110	500
47835	1	1	2	0	2	611	3373	181	500
27469	1	1	2	0	2	545	2996	112	500
18987	1	1	2	0	2	600	2311	179	500
6640	1	1	2	0	2	267	1625	36	500
59317	1	1	2	0	2	400	6693	58	500
38168	1	1	2	0	2	311	2730	91	500
8926	1	1	2	0	2	500	4562	6	500
55608	1	1	2	0	2	389	2492	-108	500
59448	1	1	2	0	2	334	1467	123	500
38401	1	1	2	0	2	266	657	181	500
56737	1	1	2	0	2	733	4053	-66	500
2472	1	1	2	0	2	600	3895	84	500
38639	1	1	2	0	2	611	2766	-16	500
46185	1	1	2	0	2	400	590	179	500
48455	1	1	2	0	2	467	2357	-191	500
21943	1	1	2	0	2	267	1698	71	500
8517	1	1	2	0	2	144	770	49	500
51680	1	1	2	0	2	500	3241	-212	500
35585	1	1	2	0	2	311	3065	-100	500
36567	1	1	2	0	2	300	4806	-127	500
9108	1	1	2	0	2	744	4874	-40	500
39968	1	1	2	0	2	467	2517	-85	500
48925	1	1	2	0	2	866	5492	209	500
7662	1	1	2	0	2	733	4456	198	500
50532	1	1	2	0	2	467	1911	-101	500
18412	1	1	2	0	2	144	1463	61	500
12715	1	1	2	0	2	844	5282	200	500
19317	1	1	2	0	2	367	1924	187	500
20618	1	1	2	0	2	189	3393	-109	500
32422	1	1	2	0	2	233	1470	61	500
30651	1	1	2	0	2	311	2381	-216	500
15264	1	1	2	0	2	444	1758	-101	500
20402	1	1	2	0	2	322	3275	-106	500
52396	1	1	2	0	2	400	2603	89	500
552	1	1	2	0	2	578	1618	63	500
7797	1	1	2	0	2	511	1045	52	500
35721	1	1	2	0	2	356	625	201	500
12707	1	1	2	0	2	689	3277	-4	500
58768	1	1	2	0	2	322	810	179	500
46326	1	1	2	0	2	278	4342	121	500
42352	1	1	2	0	2	611	3357	-19	500
5048	1	1	2	0	2	445	2585	-86	500
1786	1	1	2	0	2	488	891	-170	500
11099	1	1	2	0	2	322	4635	-131	500
14624	1	1	2	0	2	533	5134	-17	500
16324	1	1	2	0	2	811	5042	201	500
39862	1	1	2	0	2	489	3528	81	500
4939	1	1	2	0	2	333	2910	-95	500
7531	1	1	2	0	2	267	2275	-75	500
18	1	1	2	0	2	300	800	-190	500
53853	1	1	2	0	2	566	7347	10	500
13511	1	1	2	0	2	578	3136	200	500
55383	1	1	2	0	2	256	2701	142	500
9952	1	1	2	0	2	600	2662	-85	500
33068	1	1	2	0	2	334	2460	-86	500
57933	1	1	2	0	2	467	2189	-129	500
54133	1	1	2	0	2	378	1446	186	500
4933	1	1	2	0	2	222	479	-190	500
4776	1	1	2	0	2	555	6494	135	500
23157	1	1	2	0	2	644	5242	-39	500
14728	1	1	2	0	2	656	3790	202	500
15908	1	1	2	0	2	333	3101	-88	500
40298	1	1	2	0	2	467	2994	-85	500
55022	1	1	2	0	2	544	2675	-191	500
34192	1	1	2	0	2	444	2425	200	500
31254	1	1	2	0	2	655	2263	-169	500
40901	1	1	2	0	2	467	1497	197	500
54325	1	1	2	0	2	200	3152	91	500
35501	1	1	2	0	2	378	4305	100	500
42796	1	1	2	0	2	367	4373	7	500
9183	1	1	2	0	2	455	3083	210	500
39058	1	1	2	0	2	445	2481	-81	500
45540	1	1	2	0	2	200	560	-191	500
1734	1	1	2	0	2	378	1904	-75	500
9348	1	1	2	0	2	222	3439	-107	500
39141	1	1	2	0	2	344	2388	-90	500
55871	1	1	2	0	2	100	2066	-99	500
19428	1	1	2	0	2	222	504	-190	500
1082	1	1	2	0	2	667	487	-211	500
52245	1	1	2	0	2	533	4070	188	500
25055	1	1	2	0	2	533	2018	181	500
3475	1	1	2	0	2	534	1902	71	500
820	1	1	2	0	2	656	1812	-171	500
56633	1	1	2	0	2	589	3963	138	500
46416	1	1	2	0	2	578	5050	8	500
28188	1	1	2	0	2	322	608	180	500
23797	1	1	2	0	2	500	6453	145	500
47185	1	1	2	0	2	200	3345	-96	500
36022	1	1	2	0	2	533	3436	186	500
37976	1	1	2	0	2	311	3122	-90	500
39853	1	1	2	0	2	289	2941	-89	500
24137	1	1	2	0	2	489	2513	-86	500
31202	1	1	2	0	2	355	2285	-76	500
43737	1	1	2	0	2	533	529	-158	500
22384	1	1	2	0	2	278	4802	-112	500
51248	1	1	2	0	2	667	3262	185	500
58003	1	1	2	0	2	267	2815	57	500
59168	1	1	2	0	2	644	1981	-218	500
37936	1	1	2	0	2	267	533	180	500
15586	1	1	2	0	2	456	1637	182	500
18359	1	1	2	0	2	267	505	180	500
16983	1	1	2	0	2	278	2865	-89	500
54949	1	1	2	0	2	144	2816	129	500
45951	1	1	2	0	2	422	2334	73	500
29484	1	1	2	0	2	467	1560	-87	500
27597	1	1	2	0	2	333	7171	-39	500
30668	1	1	2	0	2	466	4939	125	500
57554	1	1	2	0	2	133	3205	163	500
5795	1	1	2	0	2	433	3568	94	500
30515	1	1	2	0	2	233	3378	-107	500
30110	1	1	2	0	2	222	481	180	500
17677	1	1	2	0	2	455	7095	-39	500
24258	1	1	2	0	2	578	4263	6	500
25948	1	1	2	0	2	544	2735	-173	500
55992	1	1	2	0	2	367	2477	110	500
1692	1	1	2	0	2	256	6961	29	500
37046	1	1	2	0	2	855	3201	-19	500
14976	1	1	2	0	2	555	2805	201	500
23259	1	1	2	0	2	422	1473	-36	500
39832	1	1	2	0	2	256	734	-190	500
4292	1	1	2	0	2	267	3030	102	500
43239	1	1	2	0	2	533	4144	209	500
9625	1	1	2	0	2	445	2508	74	500
25423	1	1	2	0	2	389	1800	-90	500
59097	1	1	2	0	2	311	1497	98	500
24956	1	1	2	0	2	478	4602	-139	500
9180	1	1	2	0	2	755	3771	-191	500
48097	1	1	2	0	2	389	1347	163	500
8787	1	1	2	0	2	200	2320	-78	500
22978	1	1	2	0	2	566	860	160	500
531	1	1	2	0	2	578	6220	20	500
56666	1	1	2	0	2	578	4651	123	500
30410	1	1	2	0	2	433	4075	199	500
40191	1	1	2	0	2	689	3754	83	500
27000	1	1	2	0	2	666	4813	-39	500
14799	1	1	2	0	2	278	4492	124	500
41804	1	1	2	0	2	344	3821	114	500
45097	1	1	2	0	2	311	3529	-95	500
12885	1	1	2	0	2	589	2815	208	500
17376	1	1	2	0	2	533	2522	-190	500
2997	1	1	2	0	2	455	1408	163	500
287	1	1	2	0	2	134	2065	80	500
27866	1	1	2	0	2	356	5347	132	500
20265	1	1	2	0	2	700	2270	-170	500
29463	1	1	2	0	2	555	5036	-36	500
41645	1	1	2	0	2	677	3549	181	500
38708	1	1	2	0	2	611	1452	-169	500
20857	1	1	2	0	2	455	1097	163	500
42680	1	1	2	0	2	278	4711	122	500
16934	1	1	2	0	2	833	2754	-170	500
43230	1	1	2	0	2	467	1773	-101	500
53402	1	1	2	0	2	233	683	-34	500
5131	1	1	2	0	2	733	5641	209	500
47574	1	1	2	0	2	667	1448	-72	500
16965	1	1	2	0	2	567	3239	8	500
29997	1	1	2	0	2	533	3184	-190	500
46237	1	1	2	0	2	522	2724	185	500
50655	1	1	2	0	2	256	2706	82	500
43713	1	1	2	0	2	311	1295	163	500
24271	1	1	2	0	2	689	4434	195	500
32689	1	1	2	0	2	567	4341	-14	500
38409	1	1	2	0	2	400	4057	90	500
33694	1	1	2	0	2	578	3047	-5	500
46744	1	1	2	0	2	334	2467	-80	500
8228	1	1	2	0	2	267	2735	91	500
3968	1	1	2	0	2	333	1332	60	500
52266	1	1	2	0	2	778	4611	207	500
37142	1	1	2	0	2	578	2785	-95	500
38042	1	1	2	0	2	256	1328	207	500
4389	1	1	2	0	2	311	528	179	500
9884	1	1	2	0	2	478	4332	114	500
46485	1	1	2	0	2	800	4313	-1	500
48900	1	1	2	0	2	555	3900	-2	500
42148	1	1	2	0	2	688	957	-159	500
30394	1	1	2	0	2	400	769	-72	500
14351	1	1	2	0	2	666	4212	-36	500
4029	1	1	2	0	2	311	2257	71	500
53699	1	1	2	0	2	189	2040	-111	500
34933	1	1	2	0	2	211	1259	207	500
18533	1	1	2	0	2	333	631	179	500
7982	1	1	2	0	2	711	4906	-23	500
35397	1	1	2	0	2	544	2751	-95	500
31577	1	1	2	0	2	367	1300	179	500
46115	1	1	2	0	2	500	4974	114	500
12444	1	1	2	0	2	711	2659	116	500
7634	1	1	2	0	2	711	1724	-161	500
9649	1	1	2	0	2	278	1655	202	500
36885	1	1	2	0	2	644	2563	-95	500
19531	1	1	2	0	2	544	2366	-170	500
3640	1	1	2	0	2	467	1504	197	500
55302	1	1	2	0	2	389	511	-88	500
34828	1	1	2	0	2	467	3528	81	500
7028	1	1	2	0	2	555	4398	104	500
16120	1	1	2	0	2	600	3212	200	500
47076	1	1	2	0	2	666	2723	201	500
11499	1	1	2	0	2	144	816	49	500
8686	1	1	2	0	2	278	4263	124	500
52978	1	1	2	0	2	567	3284	10	500
26322	1	1	2	0	2	156	3363	93	500
55830	1	1	2	0	2	433	2463	204	500
17089	1	1	2	0	2	211	1267	207	500
13295	1	1	2	0	2	455	4993	7	500
23081	1	1	2	0	2	200	3383	-96	500
58073	1	1	2	0	2	156	558	-38	500
36220	1	1	2	0	2	267	2967	78	500
46228	1	1	2	0	2	544	2749	202	500
55923	1	1	2	0	2	500	2885	142	500
51834	1	1	2	0	2	678	3740	202	500
29792	1	1	2	0	2	622	5473	-20	500
15537	1	1	2	0	2	466	5154	126	500
33610	1	1	2	0	2	566	4875	-37	500
58701	1	1	2	0	2	267	2763	-117	500
18530	1	1	2	0	2	633	1828	-170	500
23978	1	1	2	0	2	311	546	179	500
15456	1	1	2	0	2	366	4416	100	500
54362	1	1	2	0	2	789	1944	200	500
43281	1	1	2	0	2	400	1599	181	500
55574	1	1	2	0	2	334	2276	-64	500
57550	1	1	2	0	2	400	3579	-158	500
28544	1	1	2	0	2	433	2781	-85	500
7600	1	1	2	0	2	467	2584	201	500
34595	1	1	2	0	2	589	1553	160	500
13602	1	1	2	0	2	333	4342	123	500
18052	1	1	2	0	2	400	3335	112	500
19790	1	1	2	0	2	633	3182	210	500
11277	1	1	2	0	2	289	1824	206	500
20934	1	1	2	0	2	300	1339	207	500
20019	1	1	2	0	2	844	3622	-191	500
43616	1	1	2	0	2	178	3390	-97	500
7628	1	1	2	0	2	478	2576	-85	500
23123	1	1	2	0	2	433	1654	182	500
11672	1	1	2	0	2	344	652	161	500
54142	1	1	2	0	2	611	2934	52	500
12024	1	1	2	0	2	533	2562	-85	500
37192	1	1	2	0	2	445	521	-72	500
28261	1	1	2	0	2	611	5738	206	500
49911	1	1	2	0	2	411	4100	115	500
58079	1	1	2	0	2	355	2610	-106	500
35489	1	1	2	0	2	588	2197	-169	500
4096	1	1	2	0	2	378	519	179	500
58802	1	1	2	0	2	478	4436	-127	500
55264	1	1	2	0	2	400	4264	166	500
36418	1	1	2	0	2	366	3337	-101	500
36789	1	1	2	0	2	522	2573	-85	500
9239	1	1	2	0	2	578	2394	-77	500
14685	1	1	2	0	2	422	4860	125	500
22613	1	1	2	0	2	677	2242	-169	500
51348	1	1	2	0	2	356	2941	-96	500
16565	1	1	2	0	2	400	2527	-86	500
37144	1	1	2	0	2	467	573	-42	500
13408	1	1	2	0	2	467	1285	-77	500
25885	1	1	2	0	2	489	5210	-17	500
20840	1	1	2	0	2	567	3358	-212	500
35067	1	1	2	0	2	822	2975	-180	500
11379	1	1	2	0	2	533	2604	-85	500
37344	1	1	2	0	2	334	1581	36	500
27807	1	1	2	0	2	144	3430	-97	500
19300	1	1	2	0	2	467	2715	-85	500
10590	1	1	2	0	2	311	2000	200	500
12064	1	1	2	0	2	500	1558	-170	500
34168	1	1	2	0	2	544	1461	-76	500
40859	1	1	2	0	2	778	992	150	500
4334	1	1	2	0	2	378	533	179	500
36720	1	1	2	0	2	444	4980	-127	500
3814	1	1	2	0	2	467	4974	-117	500
22819	1	1	2	0	2	500	2923	-96	500
6063	1	1	2	0	2	578	1635	161	500
41084	1	1	2	0	2	522	2453	-190	500
14478	1	1	2	0	2	411	4864	129	500
36807	1	1	2	0	2	822	3842	199	500
19132	1	1	2	0	2	689	3395	201	500
24886	1	1	2	0	2	400	753	150	500
26370	1	1	2	0	2	500	1517	160	500
58436	1	1	2	0	2	511	4193	-215	500
21430	1	1	2	0	2	533	1830	-169	500
42636	1	1	2	0	2	300	2923	97	500
13520	1	1	2	0	2	389	1105	-190	500
22073	1	1	2	0	2	322	3520	93	500
47828	1	1	2	0	2	578	1513	165	500
51595	1	1	2	0	2	400	2688	-77	500
13391	1	1	2	0	2	800	1783	155	500
24653	1	1	2	0	2	478	3328	-212	500
8903	1	1	2	0	2	200	565	24	500
56184	1	1	2	0	2	267	538	24	500
11088	1	1	2	0	2	456	1370	-190	500
48043	1	1	2	0	2	367	694	161	500
32520	1	1	2	0	2	267	543	180	500
45255	1	1	2	0	2	644	3639	-212	500
10084	1	1	2	0	2	422	2677	87	500
32914	1	1	2	0	2	456	4262	-106	500
6604	1	1	2	0	2	533	3774	-4	500
43718	1	1	2	0	2	611	3390	-12	500
1521	1	1	2	0	2	489	3483	-104	500
46783	1	1	2	0	2	500	2151	180	500
55668	1	1	2	0	2	233	1139	153	500
53471	1	1	2	0	2	689	527	-29	500
14416	1	1	2	0	2	333	4891	122	500
28361	1	1	2	0	2	100	1675	56	500
688	1	1	2	0	2	622	2559	180	500
41029	1	1	2	0	2	378	3142	95	500
12361	1	1	2	0	2	645	1984	201	500
50740	1	1	2	0	2	500	1473	160	500
2394	1	1	2	0	2	655	3442	213	500
59425	1	1	2	0	2	422	2968	141	500
29209	1	1	2	0	2	544	2449	-107	500
519	1	1	2	0	2	544	2067	179	500
30509	1	1	2	0	2	378	3410	92	500
27877	1	1	2	0	2	289	3302	90	500
36592	1	1	2	0	2	544	3015	177	500
12499	1	1	2	0	2	322	1070	183	500
37985	1	1	2	0	2	211	866	49	500
38085	1	1	2	0	2	244	3393	-95	500
29808	1	1	2	0	2	378	3539	92	500
30119	1	1	2	0	2	466	5140	-36	500
57522	1	1	2	0	2	600	1815	92	500
45616	1	1	2	0	2	144	1350	61	500
34560	1	1	2	0	2	444	4471	-117	500
16032	1	1	2	0	2	544	3450	208	500
27367	1	1	2	0	2	400	3380	92	500
2604	1	1	2	0	2	278	2349	46	500
7488	1	1	2	0	2	655	5631	205	500
27321	1	1	2	0	2	444	5262	124	500
10402	1	1	2	0	2	533	3338	201	500
25741	1	1	2	0	2	334	2720	92	500
54622	1	1	2	0	2	333	1476	-54	500
41716	1	1	2	0	2	455	3442	202	500
30226	1	1	2	0	2	544	3429	213	500
41872	1	1	2	0	2	733	3429	180	500
17517	1	1	2	0	2	522	3133	-97	500
45364	1	1	2	0	2	489	3522	-104	500
19114	1	1	2	0	2	356	3306	-101	500
11165	1	1	2	0	2	278	3239	92	500
56323	1	1	2	0	2	611	2596	-53	500
52043	1	1	2	0	2	544	3232	-211	500
53886	1	1	2	0	2	311	2062	153	500
36764	1	1	2	0	2	400	7243	166	500
51659	1	1	2	0	2	622	3516	-194	500
20990	1	1	2	0	2	367	3433	-107	500
42133	1	1	2	0	2	334	3309	104	500
31121	1	1	2	0	2	467	6471	-19	500
18347	1	1	2	0	2	466	3916	-212	500
20674	1	1	2	0	2	467	2729	-81	500
41822	1	1	2	0	2	445	2940	80	500
32386	1	1	2	0	2	600	2390	179	500
25785	1	1	2	0	2	422	583	-60	500
21409	1	1	2	0	2	333	1513	63	500
10873	1	1	2	0	2	822	4823	199	500
4598	1	1	2	0	2	611	3435	-95	500
