LINK	ANODE	BNODE	AB_000_015	AB_015_030	AB_030_045	AB_045_100	AB_100_115	AB_115_130	AB_130_145	AB_145_200	AB_200_215	AB_215_230	AB_230_245	AB_245_300	AB_300_315	AB_315_330	AB_330_345	AB_345_400	BA_000_015	BA_015_030	BA_030_045	BA_045_100	BA_100_115	BA_115_130	BA_130_145	BA_145_200	BA_200_215	BA_215_230	BA_230_245	BA_245_300	BA_300_315	BA_315_330	BA_330_345	BA_345_400
115	65	66	0.03	0.04	0.06	0.05	0.10	0.11	0.11	0.04	0.02	0.01	0.03	0.04	0.07	0.09	0.01	0.00	0.08	0.08	0.09	0.09	0.10	0.10	0.08	0.07	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
116	56	67	0.09	0.11	0.14	0.17	0.18	0.13	0.20	0.12	0.06	0.04	0.03	0.01	0.04	0.01	0.03	0.00	0.11	0.12	0.17	0.19	0.21	0.19	0.15	0.14	0.04	0.01	0.01	0.02	0.00	0.00	0.00	0.01
117	57	68	0.11	0.20	0.19	0.27	0.20	0.23	0.22	0.17	0.05	0.04	0.03	0.02	0.02	0.01	0.01	0.00	0.15	0.21	0.17	0.24	0.28	0.20	0.19	0.16	0.05	0.05	0.02	0.01	0.00	0.01	0.00	0.02
118	58	69	0.23	0.32	0.35	0.37	0.34	0.43	0.36	0.30	0.16	0.07	0.09	0.04	0.03	0.03	0.06	0.00	0.21	0.28	0.22	0.18	0.14	0.11	0.16	0.21	0.31	0.48	0.41	0.13	0.01	0.01	0.00	0.04
119	59	70	0.15	0.27	0.30	0.20	0.23	0.30	0.21	0.20	0.13	0.10	0.07	0.04	0.04	0.04	0.06	0.00	0.22	0.22	0.29	0.31	0.36	0.34	0.21	0.15	0.09	0.06	0.07	0.13	0.01	0.01	0.00	0.02
120	60	71	0.19	0.28	0.28	0.23	0.17	0.27	0.17	0.14	0.14	0.12	0.07	0.06	0.06	0.03	0.06	0.00	0.21	0.21	0.27	0.31	0.32	0.19	0.16	0.12	0.10	0.10	0.12	0.06	0.12	0.15	0.01	0.04
121	61	72	0.27	0.36	0.27	0.26	0.19	0.28	0.27	0.42	0.46	0.35	0.15	0.20	0.07	0.07	0.09	0.17	0.24	0.30	0.33	0.33	0.39	0.17	0.13	0.10	0.10	0.16	0.24	0.41	0.41	0.01	0.04	0.17
122	62	73	0.24	0.27	0.26	0.15	0.12	0.16	0.20	0.21	0.05	0.11	0.14	0.16	0.12	0.10	0.03	0.00	0.22	0.27	0.24	0.23	0.22	0.20	0.20	0.18	0.16	0.09	0.12	0.10	0.15	0.01	0.00	0.03
123	63	74	0.24	0.27	0.22	0.24	0.13	0.15	0.16	0.19	0.20	0.03	0.04	0.04	0.16	0.14	0.01	0.00	0.18	0.22	0.27	0.35	0.26	0.28	0.26	0.21	0.28	0.02	0.02	0.02	0.01	0.01	0.01	0.01
124	64	75	0.22	0.27	0.25	0.17	0.17	0.19	0.23	0.18	0.09	0.10	0.11	0.17	0.41	0.48	0.05	0.00	0.20	0.29	0.33	0.41	0.47	0.47	0.37	0.23	0.02	0.01	0.07	0.05	0.02	0.00	0.00	0.03
125	65	76	0.17	0.23	0.23	0.16	0.21	0.25	0.16	0.10	0.04	0.02	0.04	0.04	0.13	0.15	0.00	0.00	0.15	0.21	0.21	0.32	0.38	0.26	0.20	0.20	0.03	0.00	0.01	0.01	0.00	0.00	0.00	0.00
126	66	77	0.10	0.12	0.19	0.16	0.19	0.15	0.15	0.07	0.02	0.02	0.03	0.03	0.07	0.09	0.02	0.00	0.13	0.14	0.19	0.21	0.19	0.16	0.14	0.14	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
127	67	68	0.09	0.14	0.11	0.13	0.16	0.14	0.11	0.12	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.07	0.18	0.23	0.12	0.16	0.09	0.05	0.07	0.04	0.06	0.02	0.01	0.00	0.00	0.01
128	68	69	0.18	0.22	0.23	0.25	0.18	0.09	0.14	0.14	0.05	0.22	0.16	0.00	0.00	0.00	0.00	0.00	0.09	0.14	0.27	0.24	0.12	0.23	0.13	0.08	0.14	0.12	0.16	0.04	0.01	0.01	0.02	0.02
129	69	70	0.17	0.21	0.31	0.23	0.17	0.16	0.19	0.17	0.10	0.13	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.22	0.23	0.20	0.20	0.21	0.17	0.13	0.10	0.13	0.06	0.05	0.03	0.02	0.04	0.03
130	70	71	0.21	0.24	0.38	0.27	0.23	0.17	0.20	0.18	0.07	0.07	0.05	0.00	0.00	0.00	0.00	0.00	0.11	0.22	0.25	0.29	0.23	0.28	0.14	0.12	0.05	0.05	0.03	0.07	0.04	0.02	0.04	0.05
131	71	72	0.23	0.27	0.32	0.19	0.20	0.20	0.12	0.13	0.09	0.12	0.07	0.16	0.10	0.00	0.02	0.11	0.10	0.28	0.29	0.30	0.26	0.28	0.13	0.11	0.03	0.06	0.06	0.10	0.11	0.03	0.06	0.10
132	72	73	0.14	0.22	0.32	0.40	0.27	0.19	0.07	0.08	0.07	0.12	0.07	0.17	0.02	0.00	0.01	0.07	0.24	0.29	0.29	0.20	0.15	0.18	0.13	0.10	0.04	0.10	0.08	0.10	0.04	0.03	0.03	0.14
133	73	74	0.17	0.21	0.33	0.36	0.22	0.19	0.16	0.10	0.03	0.07	0.04	0.11	0.03	0.01	0.01	0.03	0.16	0.25	0.25	0.32	0.21	0.22	0.20	0.21	0.04	0.02	0.01	0.01	0.03	0.04	0.01	0.00
134	74	75	0.20	0.24	0.24	0.36	0.22	0.22	0.14	0.10	0.05	0.06	0.03	0.06	0.05	0.04	0.00	0.01	0.15	0.20	0.20	0.29	0.22	0.17	0.19	0.18	0.02	0.01	0.01	0.02	0.05	0.08	0.01	0.00
135	75	76	0.08	0.20	0.33	0.41	0.31	0.14	0.09	0.05	0.02	0.03	0.03	0.05	0.09	0.14	0.01	0.01	0.20	0.22	0.23	0.25	0.25	0.25	0.24	0.23	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
136	76	77	0.07	0.14	0.22	0.25	0.14	0.08	0.04	0.01	0.01	0.01	0.02	0.01	0.04	0.06	0.00	0.00	0.12	0.13	0.12	0.11	0.16	0.14	0.12	0.12	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
137	67	78	0.11	0.16	0.19	0.13	0.13	0.13	0.12	0.09	0.04	0.02	0.02	0.01	0.01	0.00	0.01	0.00	0.07	0.09	0.20	0.19	0.22	0.13	0.09	0.08	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00
138	68	79	0.17	0.25	0.22	0.11	0.15	0.19	0.11	0.16	0.05	0.04	0.06	0.02	0.01	0.01	0.02	0.00	0.12	0.14	0.21	0.32	0.31	0.15	0.16	0.10	0.03	0.04	0.01	0.01	0.00	0.00	0.00	0.01
139	69	80	0.23	0.32	0.27	0.29	0.31	0.35	0.33	0.28	0.15	0.13	0.13	0.03	0.03	0.03	0.06	0.00	0.20	0.25	0.25	0.28	0.26	0.11	0.17	0.17	0.28	0.39	0.16	0.02	0.01	0.01	0.00	0.05
140	70	81	0.21	0.32	0.21	0.15	0.16	0.22	0.19	0.17	0.10	0.07	0.06	0.04	0.03	0.03	0.05	0.01	0.14	0.17	0.28	0.25	0.35	0.25	0.19	0.17	0.03	0.03	0.01	0.01	0.00	0.01	0.00	0.01
141	71	82	0.25	0.33	0.23	0.13	0.11	0.17	0.17	0.18	0.10	0.09	0.05	0.05	0.06	0.04	0.05	0.03	0.16	0.15	0.26	0.33	0.31	0.22	0.21	0.15	0.03	0.02	0.01	0.04	0.01	0.00	0.01	0.02
142	72	83	0.30	0.34	0.22	0.18	0.14	0.24	0.25	0.39	0.42	0.20	0.11	0.20	0.04	0.01	0.02	0.39	0.20	0.27	0.37	0.46	0.47	0.30	0.14	0.08	0.07	0.15	0.18	0.27	0.13	0.02	0.05	0.16
143	73	84	0.20	0.30	0.20	0.13	0.07	0.13	0.14	0.19	0.04	0.13	0.11	0.14	0.08	0.07	0.01	0.04	0.17	0.19	0.35	0.30	0.26	0.23	0.18	0.17	0.04	0.03	0.04	0.02	0.01	0.01	0.01	0.04
144	74	85	0.26	0.30	0.17	0.12	0.04	0.13	0.20	0.17	0.14	0.03	0.03	0.07	0.13	0.13	0.01	0.02	0.14	0.17	0.32	0.34	0.29	0.25	0.20	0.13	0.03	0.01	0.01	0.01	0.00	0.01	0.00	0.01
145	75	86	0.24	0.28	0.20	0.14	0.13	0.19	0.24	0.20	0.10	0.08	0.10	0.16	0.35	0.43	0.05	0.00	0.18	0.24	0.34	0.43	0.44	0.39	0.33	0.25	0.03	0.00	0.02	0.01	0.00	0.00	0.00	0.03
146	76	87	0.20	0.25	0.20	0.12	0.09	0.11	0.16	0.10	0.03	0.02	0.03	0.04	0.10	0.18	0.01	0.00	0.10	0.16	0.26	0.28	0.24	0.20	0.14	0.14	0.02	0.00	0.01	0.01	0.00	0.00	0.00	0.00
147	77	88	0.14	0.19	0.23	0.09	0.07	0.11	0.10	0.09	0.01	0.01	0.01	0.03	0.05	0.11	0.01	0.00	0.09	0.13	0.20	0.20	0.17	0.14	0.11	0.10	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
148	78	79	0.14	0.14	0.13	0.13	0.14	0.13	0.12	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.21	0.34	0.13	0.10	0.06	0.04	0.03	0.03	0.06	0.03	0.01	0.01	0.01	0.01	0.01
149	79	80	0.23	0.25	0.21	0.25	0.22	0.16	0.16	0.12	0.10	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.41	0.49	0.20	0.13	0.04	0.06	0.03	0.05	0.26	0.06	0.04	0.02	0.02	0.03	0.01
150	80	81	0.22	0.32	0.23	0.17	0.15	0.16	0.12	0.17	0.07	0.09	0.01	0.00	0.00	0.00	0.00	0.00	0.12	0.28	0.34	0.14	0.13	0.12	0.12	0.07	0.10	0.10	0.03	0.04	0.03	0.02	0.04	0.04
151	81	82	0.20	0.36	0.24	0.19	0.22	0.21	0.22	0.18	0.04	0.05	0.01	0.01	0.00	0.00	0.00	0.00	0.14	0.35	0.41	0.13	0.12	0.14	0.12	0.11	0.04	0.04	0.04	0.06	0.04	0.02	0.04	0.06
152	82	83	0.20	0.38	0.34	0.27	0.31	0.25	0.20	0.15	0.05	0.07	0.05	0.05	0.01	0.00	0.00	0.03	0.21	0.39	0.41	0.13	0.11	0.12	0.09	0.07	0.02	0.06	0.07	0.19	0.05	0.03	0.03	0.10
153	83	84	0.18	0.45	0.33	0.18	0.12	0.13	0.11	0.07	0.12	0.04	0.07	0.04	0.01	0.00	0.00	0.16	0.22	0.35	0.33	0.24	0.17	0.30	0.17	0.17	0.04	0.04	0.07	0.06	0.02	0.03	0.01	0.05
154	84	85	0.18	0.43	0.30	0.19	0.11	0.12	0.12	0.07	0.04	0.05	0.04	0.06	0.03	0.01	0.00	0.07	0.24	0.36	0.24	0.14	0.14	0.22	0.19	0.19	0.03	0.01	0.01	0.03	0.02	0.10	0.02	0.00
155	85	86	0.17	0.40	0.28	0.17	0.20	0.17	0.14	0.14	0.04	0.02	0.04	0.04	0.04	0.01	0.00	0.05	0.21	0.34	0.26	0.11	0.13	0.15	0.18	0.17	0.01	0.01	0.01	0.02	0.05	0.16	0.02	0.00
156	86	87	0.20	0.51	0.34	0.11	0.04	0.04	0.06	0.07	0.03	0.03	0.03	0.04	0.14	0.27	0.00	0.01	0.17	0.25	0.19	0.21	0.23	0.23	0.22	0.17	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
157	87	88	0.13	0.34	0.20	0.08	0.02	0.03	0.03	0.03	0.01	0.01	0.01	0.01	0.07	0.15	0.01	0.01	0.09	0.17	0.15	0.11	0.11	0.17	0.14	0.10	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
158	78	89	0.14	0.16	0.08	0.07	0.10	0.10	0.16	0.12	0.04	0.03	0.02	0.01	0.01	0.01	0.01	0.00	0.07	0.20	0.24	0.13	0.15	0.08	0.06	0.05	0.01	0.00	0.02	0.01	0.01	0.00	0.00	0.01
159	79	90	0.19	0.27	0.10	0.07	0.09	0.13	0.17	0.20	0.05	0.15	0.06	0.03	0.01	0.02	0.02	0.01	0.09	0.31	0.25	0.22	0.23	0.15	0.10	0.08	0.04	0.00	0.01	0.01	0.00	0.01	0.01	0.01
160	80	91	0.19	0.19	0.17	0.25	0.28	0.33	0.32	0.27	0.18	0.14	0.11	0.03	0.03	0.02	0.06	0.00	0.15	0.22	0.25	0.27	0.31	0.23	0.20	0.15	0.19	0.16	0.03	0.02	0.01	0.01	0.00	0.04
161	81	92	0.29	0.24	0.08	0.11	0.15	0.23	0.23	0.25	0.11	0.07	0.07	0.03	0.03	0.01	0.04	0.01	0.11	0.21	0.28	0.22	0.22	0.20	0.20	0.12	0.03	0.00	0.01	0.00	0.00	0.01	0.01	0.01
162	82	93	0.29	0.21	0.08	0.08	0.10	0.16	0.28	0.22	0.12	0.08	0.06	0.13	0.05	0.05	0.03	0.05	0.11	0.24	0.28	0.26	0.29	0.16	0.21	0.14	0.04	0.00	0.02	0.01	0.00	0.00	0.01	0.01
163	83	94	0.23	0.23	0.17	0.14	0.13	0.25	0.26	0.36	0.24	0.06	0.14	0.13	0.03	0.00	0.01	0.44	0.16	0.25	0.30	0.35	0.35	0.36	0.23	0.17	0.05	0.08	0.11	0.11	0.02	0.02	0.05	0.16
164	84	95	0.20	0.24	0.09	0.09	0.08	0.10	0.14	0.13	0.07	0.07	0.10	0.11	0.06	0.07	0.04	0.14	0.14	0.29	0.31	0.26	0.17	0.16	0.14	0.11	0.06	0.02	0.05	0.03	0.01	0.01	0.02	0.10
165	85	96	0.25	0.18	0.12	0.10	0.06	0.15	0.26	0.14	0.09	0.03	0.05	0.12	0.09	0.15	0.01	0.15	0.13	0.29	0.28	0.26	0.23	0.21	0.15	0.09	0.03	0.00	0.03	0.02	0.00	0.01	0.00	0.07
166	86	97	0.17	0.18	0.14	0.11	0.12	0.18	0.25	0.23	0.11	0.07	0.09	0.17	0.28	0.31	0.05	0.01	0.15	0.26	0.34	0.33	0.34	0.30	0.28	0.20	0.02	0.00	0.02	0.01	0.00	0.00	0.00	0.03
167	87	98	0.19	0.17	0.10	0.08	0.05	0.13	0.23	0.17	0.04	0.02	0.03	0.05	0.14	0.19	0.01	0.00	0.12	0.33	0.24	0.25	0.16	0.15	0.09	0.10	0.01	0.00	0.00	0.01	0.01	0.01	0.00	0.01
168	88	99	0.16	0.12	0.07	0.09	0.08	0.11	0.12	0.14	0.02	0.01	0.01	0.02	0.06	0.13	0.02	0.00	0.14	0.27	0.15	0.14	0.10	0.12	0.08	0.07	0.00	0.00	0.00	0.01	0.01	0.03	0.00	0.02
169	89	90	0.09	0.08	0.07	0.07	0.08	0.08	0.09	0.07	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.14	0.07	0.03	0.04	0.03	0.03	0.04	0.06	0.02	0.03	0.02	0.01	0.01	0.02	0.03
170	90	91	0.16	0.18	0.16	0.16	0.14	0.16	0.17	0.15	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.25	0.15	0.07	0.09	0.07	0.08	0.07	0.14	0.04	0.06	0.04	0.03	0.01	0.04	0.07
171	91	92	0.27	0.30	0.24	0.26	0.23	0.25	0.30	0.29	0.08	0.06	0.03	0.00	0.00	0.00	0.00	0.00	0.28	0.34	0.26	0.16	0.16	0.14	0.15	0.11	0.16	0.02	0.08	0.07	0.03	0.03	0.03	0.22
172	92	93	0.33	0.37	0.30	0.30	0.27	0.29	0.33	0.35	0.10	0.06	0.04	0.00	0.00	0.00	0.00	0.00	0.32	0.37	0.31	0.18	0.15	0.14	0.17	0.14	0.09	0.02	0.11	0.10	0.03	0.04	0.04	0.30
173	93	94	0.36	0.40	0.35	0.33	0.29	0.32	0.37	0.40	0.07	0.03	0.08	0.03	0.01	0.00	0.00	0.00	0.35	0.37	0.31	0.17	0.14	0.15	0.15	0.16	0.10	0.02	0.14	0.10	0.03	0.04	0.04	0.37
174	94	95	0.38	0.38	0.30	0.25	0.21	0.25	0.27	0.23	0.02	0.00	0.14	0.03	0.00	0.00	0.01	0.31	0.34	0.35	0.30	0.19	0.15	0.13	0.09	0.07	0.08	0.03	0.12	0.11	0.04	0.07	0.08	0.49
175	95	96	0.34	0.37	0.28	0.26	0.20	0.24	0.23	0.10	0.01	0.01	0.15	0.01	0.01	0.01	0.01	0.33	0.33	0.34	0.30	0.25	0.19	0.17	0.18	0.06	0.08	0.03	0.10	0.10	0.04	0.07	0.04	0.36
176	96	97	0.29	0.32	0.26	0.23	0.19	0.22	0.21	0.09	0.01	0.01	0.12	0.03	0.01	0.01	0.00	0.26	0.25	0.29	0.24	0.21	0.17	0.18	0.23	0.17	0.07	0.02	0.05	0.07	0.07	0.11	0.03	0.07
177	97	98	0.18	0.18	0.10	0.08	0.06	0.07	0.10	0.08	0.02	0.02	0.06	0.07	0.10	0.11	0.01	0.12	0.15	0.18	0.16	0.16	0.15	0.14	0.17	0.20	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
178	98	99	0.09	0.09	0.04	0.04	0.03	0.03	0.05	0.05	0.01	0.01	0.03	0.05	0.05	0.07	0.01	0.05	0.06	0.08	0.07	0.08	0.07	0.07	0.08	0.10	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
179	89	100	0.16	0.09	0.04	0.05	0.08	0.11	0.13	0.12	0.17	0.06	0.04	0.03	0.03	0.02	0.04	0.08	0.14	0.16	0.16	0.13	0.14	0.14	0.14	0.12	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
180	90	101	0.14	0.10	0.07	0.11	0.14	0.16	0.20	0.14	0.20	0.11	0.09	0.06	0.05	0.03	0.04	0.12	0.18	0.23	0.18	0.23	0.20	0.21	0.21	0.15	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
181	91	102	0.06	0.07	0.11	0.14	0.16	0.18	0.16	0.12	0.13	0.06	0.06	0.05	0.02	0.03	0.04	0.11	0.12	0.17	0.16	0.17	0.18	0.17	0.16	0.15	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
182	92	103	0.09	0.05	0.09	0.11	0.14	0.22	0.26	0.20	0.12	0.03	0.07	0.08	0.03	0.02	0.04	0.21	0.20	0.25	0.25	0.21	0.19	0.22	0.22	0.20	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
183	93	104	0.09	0.09	0.07	0.11	0.10	0.17	0.20	0.26	0.09	0.04	0.10	0.08	0.02	0.03	0.01	0.20	0.18	0.22	0.26	0.27	0.21	0.22	0.24	0.25	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
184	94	105	0.04	0.10	0.09	0.09	0.08	0.16	0.18	0.18	0.04	0.01	0.07	0.06	0.03	0.01	0.01	0.17	0.13	0.17	0.19	0.20	0.21	0.20	0.18	0.15	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
185	95	106	0.05	0.07	0.05	0.11	0.08	0.12	0.06	0.05	0.06	0.04	0.05	0.06	0.06	0.06	0.04	0.31	0.19	0.28	0.28	0.23	0.17	0.18	0.13	0.11	0.04	0.04	0.06	0.06	0.01	0.02	0.01	0.04
186	96	107	0.08	0.13	0.09	0.11	0.11	0.20	0.23	0.10	0.07	0.01	0.08	0.12	0.03	0.11	0.03	0.26	0.24	0.23	0.25	0.20	0.20	0.23	0.23	0.13	0.04	0.01	0.02	0.03	0.01	0.01	0.00	0.00
187	97	108	0.06	0.10	0.09	0.09	0.11	0.17	0.20	0.15	0.05	0.02	0.09	0.09	0.09	0.07	0.01	0.09	0.12	0.17	0.19	0.17	0.19	0.17	0.17	0.14	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
188	98	109	0.09	0.09	0.09	0.10	0.11	0.17	0.26	0.20	0.07	0.04	0.10	0.13	0.14	0.11	0.03	0.15	0.19	0.23	0.24	0.24	0.25	0.22	0.16	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
189	99	110	0.08	0.06	0.07	0.07	0.09	0.14	0.17	0.17	0.03	0.03	0.07	0.11	0.10	0.11	0.03	0.10	0.11	0.16	0.15	0.14	0.14	0.16	0.16	0.18	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
190	100	101	0.13	0.11	0.12	0.13	0.12	0.12	0.11	0.14	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.07	0.08	0.03	0.06	0.09	0.10	0.13	0.09	0.15	0.06	0.05	0.05	0.03	0.01	0.03	0.10
191	101	102	0.21	0.21	0.19	0.20	0.21	0.20	0.20	0.24	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.10	0.07	0.09	0.15	0.22	0.20	0.16	0.20	0.08	0.08	0.10	0.03	0.03	0.06	0.21
192	102	103	0.14	0.11	0.10	0.18	0.21	0.16	0.18	0.20	0.04	0.04	0.01	0.00	0.00	0.00	0.00	0.01	0.12	0.14	0.11	0.11	0.09	0.11	0.16	0.18	0.07	0.01	0.02	0.04	0.01	0.01	0.01	0.14
193	103	104	0.20	0.14	0.14	0.17	0.22	0.19	0.21	0.23	0.04	0.04	0.01	0.00	0.00	0.00	0.00	0.00	0.14	0.13	0.07	0.10	0.06	0.14	0.15	0.22	0.07	0.01	0.05	0.05	0.02	0.02	0.01	0.20
194	104	105	0.24	0.18	0.17	0.19	0.21	0.23	0.22	0.25	0.04	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.15	0.12	0.08	0.08	0.04	0.14	0.18	0.24	0.07	0.01	0.09	0.07	0.02	0.03	0.01	0.26
195	105	106	0.17	0.15	0.12	0.13	0.14	0.20	0.20	0.29	0.06	0.01	0.06	0.06	0.03	0.00	0.00	0.12	0.22	0.20	0.19	0.16	0.17	0.19	0.21	0.23	0.04	0.01	0.03	0.03	0.02	0.02	0.01	0.07
196	106	107	0.17	0.12	0.12	0.09	0.14	0.13	0.15	0.20	0.06	0.01	0.03	0.04	0.02	0.01	0.01	0.09	0.16	0.17	0.16	0.14	0.12	0.17	0.21	0.21	0.03	0.01	0.03	0.04	0.01	0.06	0.01	0.03
197	107	108	0.14	0.14	0.15	0.12	0.17	0.15	0.17	0.17	0.04	0.01	0.03	0.04	0.01	0.01	0.01	0.10	0.15	0.11	0.11	0.07	0.11	0.15	0.22	0.22	0.04	0.02	0.05	0.05	0.06	0.06	0.01	0.01
198	108	109	0.11	0.08	0.10	0.07	0.12	0.17	0.28	0.27	0.10	0.03	0.15	0.14	0.12	0.07	0.03	0.14	0.22	0.19	0.22	0.18	0.20	0.19	0.19	0.20	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
199	109	110	0.09	0.05	0.06	0.04	0.07	0.10	0.17	0.14	0.05	0.01	0.09	0.10	0.09	0.04	0.02	0.10	0.16	0.10	0.14	0.12	0.14	0.15	0.09	0.11	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00
200	100	111	0.05	0.03	0.03	0.06	0.07	0.08	0.09	0.09	0.09	0.04	0.04	0.04	0.02	0.01	0.02	0.11	0.10	0.07	0.09	0.07	0.06	0.09	0.08	0.06	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
201	101	112	0.04	0.02	0.08	0.13	0.12	0.15	0.13	0.12	0.10	0.04	0.03	0.04	0.01	0.03	0.03	0.09	0.15	0.12	0.12	0.11	0.13	0.10	0.13	0.12	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01
202	102	113	0.02	0.04	0.08	0.10	0.08	0.08	0.07	0.06	0.05	0.01	0.03	0.02	0.01	0.02	0.01	0.06	0.07	0.07	0.07	0.08	0.08	0.08	0.08	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
203	103	114	0.05	0.05	0.06	0.13	0.11	0.16	0.16	0.10	0.06	0.01	0.05	0.05	0.02	0.01	0.01	0.11	0.12	0.15	0.13	0.08	0.10	0.13	0.13	0.11	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
204	104	115	0.02	0.03	0.07	0.13	0.09	0.12	0.15	0.16	0.04	0.02	0.05	0.04	0.01	0.02	0.00	0.09	0.12	0.14	0.11	0.11	0.11	0.14	0.11	0.12	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
205	105	116	0.01	0.07	0.07	0.06	0.05	0.09	0.10	0.08	0.02	0.01	0.03	0.02	0.01	0.01	0.00	0.04	0.07	0.09	0.09	0.09	0.09	0.09	0.08	0.07	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
206	106	117	0.01	0.07	0.06	0.14	0.08	0.14	0.11	0.10	0.05	0.02	0.03	0.03	0.03	0.03	0.01	0.07	0.13	0.14	0.14	0.14	0.13	0.14	0.14	0.13	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
207	107	118	0.02	0.07	0.12	0.10	0.11	0.19	0.17	0.11	0.05	0.01	0.03	0.02	0.02	0.04	0.00	0.03	0.11	0.13	0.15	0.13	0.12	0.13	0.14	0.12	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
208	108	119	0.03	0.08	0.06	0.07	0.07	0.09	0.09	0.08	0.02	0.01	0.02	0.02	0.01	0.02	0.00	0.03	0.07	0.08	0.08	0.07	0.09	0.08	0.08	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
209	109	120	0.05	0.07	0.11	0.11	0.12	0.17	0.20	0.17	0.05	0.03	0.04	0.04	0.02	0.02	0.02	0.06	0.12	0.14	0.15	0.18	0.14	0.12	0.13	0.11	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
210	110	121	0.04	0.03	0.09	0.10	0.08	0.12	0.18	0.14	0.03	0.01	0.05	0.03	0.02	0.03	0.02	0.05	0.09	0.08	0.11	0.10	0.10	0.10	0.04	0.10	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
211	111	112	0.12	0.08	0.08	0.08	0.08	0.07	0.10	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.10	0.11	0.08	0.09	0.10	0.10	0.07	0.02	0.03	0.04	0.01	0.02	0.01	0.04
212	112	113	0.16	0.14	0.13	0.14	0.10	0.14	0.14	0.19	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.07	0.15	0.17	0.11	0.14	0.17	0.13	0.10	0.02	0.06	0.07	0.02	0.03	0.01	0.12
213	113	114	0.12	0.12	0.15	0.19	0.14	0.12	0.08	0.14	0.03	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.11	0.07	0.11	0.11	0.10	0.09	0.12	0.17	0.04	0.00	0.03	0.04	0.01	0.01	0.00	0.04
214	114	115	0.17	0.14	0.14	0.15	0.14	0.12	0.09	0.15	0.03	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.08	0.12	0.10	0.07	0.14	0.17	0.16	0.05	0.01	0.04	0.04	0.01	0.01	0.00	0.05
215	115	116	0.16	0.13	0.15	0.19	0.14	0.14	0.13	0.18	0.05	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.12	0.12	0.14	0.09	0.07	0.14	0.17	0.14	0.07	0.01	0.02	0.03	0.01	0.01	0.00	0.05
216	116	117	0.10	0.18	0.11	0.15	0.13	0.17	0.17	0.20	0.08	0.01	0.03	0.01	0.01	0.00	0.00	0.02	0.16	0.16	0.11	0.13	0.13	0.15	0.14	0.16	0.05	0.00	0.01	0.00	0.01	0.01	0.00	0.01
