LINK	ANODE	BNODE	AB_000_015	AB_015_030	AB_030_045	AB_045_100	AB_100_115	AB_115_130	AB_130_145	AB_145_200	AB_200_215	AB_215_230	AB_230_245	AB_245_300	AB_300_315	AB_315_330	AB_330_345	AB_345_400	BA_000_015	BA_015_030	BA_030_045	BA_045_100	BA_100_115	BA_115_130	BA_130_145	BA_145_200	BA_200_215	BA_215_230	BA_230_245	BA_245_300	BA_300_315	BA_315_330	BA_330_345	BA_345_400
96	46	57	0.79	0.80	0.78	0.80	0.80	0.80	0.80	0.79	0.77	0.73	1.00	1.00	1.00	1.00	0.73	1.00	0.72	0.73	0.72	0.72	0.74	0.73	0.72	0.74	0.72	0.72	0.72	0.72	0.72	0.73	0.72	0.71
97	47	58	1.05	1.13	1.25	1.35	1.27	1.08	1.07	1.06	1.07	1.13	1.09	0.85	1.00	0.78	1.00	1.00	0.82	0.82	0.82	0.83	0.82	0.83	0.82	0.82	0.81	0.82	0.82	0.81	0.81	0.81	0.81	0.80
98	48	59	0.95	1.40	2.42	0.96	1.67	1.42	2.18	11.99	29.99	29.99	29.99	29.99	1.00	1.00	0.97	1.00	0.73	0.72	0.72	0.72	0.73	0.74	0.73	0.74	0.74	0.73	0.73	0.73	0.72	0.71	0.72	0.71
99	49	60	1.04	1.77	2.80	2.78	5.47	13.15	27.26	29.99	29.99	29.99	29.99	29.99	29.99	3.18	1.00	1.00	0.72	0.72	0.73	0.73	0.74	0.73	0.73	0.74	0.73	0.73	0.73	0.73	0.72	0.74	0.71	0.72
100	50	61	1.33	2.56	10.52	25.89	45.05	20.66	18.02	11.61	9.84	11.55	1.52	1.06	1.25	1.14	1.05	1.00	0.83	0.83	0.82	0.82	1.05	1.55	1.53	0.88	0.89	0.82	0.83	0.82	0.82	0.81	0.82	0.81
101	51	62	1.26	1.84	3.30	10.94	29.99	29.99	29.99	26.77	29.99	29.99	29.99	29.99	29.99	5.26	0.91	1.00	0.72	0.72	0.73	0.73	0.72	0.72	0.73	0.73	0.73	0.72	0.72	0.72	0.73	0.72	0.73	0.72
102	52	63	1.53	1.41	1.26	2.48	6.38	24.99	24.18	25.41	22.72	29.99	29.99	29.99	29.99	25.85	0.76	1.00	0.72	0.72	0.72	0.73	0.73	0.74	0.73	0.73	0.72	1.01	2.91	1.50	0.73	0.73	0.71	0.72
103	53	64	1.66	5.19	19.93	45.05	45.05	45.05	44.16	45.05	45.05	45.05	45.05	38.83	14.92	8.25	2.90	1.00	0.82	0.82	0.81	0.88	1.12	2.61	11.43	45.05	45.05	45.05	45.05	45.05	40.95	10.33	0.81	0.80
104	54	65	0.86	0.80	0.84	0.82	0.85	0.94	0.85	0.80	0.76	0.72	0.74	0.76	0.76	0.76	1.00	1.00	0.72	0.72	0.72	0.72	0.72	0.73	0.73	0.72	0.71	0.70	0.72	0.71	0.72	0.73	0.72	0.71
105	55	66	0.78	0.78	0.79	0.78	0.79	0.77	0.79	0.79	0.75	0.78	0.75	0.76	0.74	0.74	1.00	1.00	0.73	0.72	0.72	0.73	0.73	0.73	0.73	0.72	0.73	0.72	0.72	0.72	0.72	0.73	0.71	0.72
106	56	57	0.82	0.82	0.82	0.81	0.82	0.82	0.82	0.82	0.81	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.81	0.80	0.80	0.80	0.82	0.80	0.81	0.83	0.81	0.80	0.81	0.81	0.80	0.81	0.80	0.80
107	57	58	1.02	1.09	1.06	1.05	1.23	1.50	1.36	1.78	1.60	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.83	0.81	0.81	0.82	0.83	0.81	0.83	0.84	0.82	0.81	0.80	0.81	0.81	0.81	0.81	0.81
108	58	59	0.82	0.83	0.83	0.82	0.82	0.83	2.10	16.81	23.96	18.93	11.98	3.62	1.00	1.00	0.81	1.00	1.50	3.85	5.51	5.93	3.75	2.15	1.01	1.13	1.01	0.96	0.97	0.99	0.98	0.99	0.93	1.04
109	59	60	0.82	0.83	0.83	0.83	3.09	13.41	45.05	44.16	39.51	30.85	39.51	25.31	25.31	10.33	1.00	1.00	0.83	0.82	0.83	0.83	0.84	0.81	0.86	1.77	2.24	2.74	5.67	3.25	0.81	0.81	0.80	0.79
110	60	61	1.38	4.00	12.65	12.24	17.46	31.72	45.05	35.75	33.62	30.44	30.44	28.15	22.52	11.92	45.05	1.00	0.82	0.83	0.83	0.82	0.83	0.82	0.88	1.16	1.16	1.26	1.41	3.17	3.68	1.47	0.82	0.81
111	61	62	0.85	0.87	0.86	1.23	2.44	3.81	3.27	1.25	1.21	1.97	2.94	5.41	3.59	0.82	0.81	0.79	2.05	6.80	20.29	45.05	45.05	25.03	13.73	14.63	23.96	30.44	35.75	31.28	24.48	31.72	9.27	40.95
112	62	63	0.84	0.83	0.83	0.85	3.55	1.86	1.59	1.89	0.88	8.50	40.95	44.16	10.38	4.71	0.78	0.80	0.81	0.82	0.81	10.73	45.05	27.47	18.77	12.72	23.22	29.63	17.88	5.40	1.05	0.80	0.79	1.00
113	63	64	1.57	5.18	8.22	18.46	33.12	21.45	15.02	14.25	40.22	45.05	45.05	45.05	15.32	9.23	6.60	0.89	0.83	0.82	0.83	0.83	5.41	18.77	23.71	10.62	6.34	0.82	1.16	2.43	1.45	0.97	0.81	1.00
114	64	65	0.82	0.83	0.82	0.83	0.83	0.83	0.82	0.82	0.82	0.80	0.81	0.80	0.82	0.82	0.80	0.81	1.07	1.11	1.59	1.11	1.18	1.30	1.37	1.88	28.88	45.05	45.05	45.05	45.05	1.00	1.00	1.00
115	65	66	0.80	0.80	0.80	0.82	0.81	0.82	0.81	0.82	0.80	0.81	0.81	0.81	0.80	0.80	0.82	0.80	0.82	0.82	0.81	0.82	0.83	0.82	0.81	0.82	0.81	1.00	1.00	1.00	1.00	1.00	1.00	1.00
116	56	67	0.72	0.72	0.72	0.72	0.73	0.72	0.74	0.72	0.73	0.73	0.75	0.75	0.74	0.72	0.72	1.00	0.78	0.80	0.77	0.79	0.78	0.78	0.78	0.79	0.77	0.75	0.78	0.77	0.75	1.00	1.00	0.78
117	57	68	0.72	0.72	0.72	0.74	0.72	0.72	0.73	0.72	0.72	0.72	0.73	0.73	0.74	0.72	0.72	1.00	0.81	0.82	0.84	0.86	0.83	0.83	0.82	0.86	0.79	0.76	0.76	0.75	0.76	0.78	0.74	0.77
118	58	69	0.83	0.84	0.87	1.01	1.45	1.58	1.35	2.29	4.10	8.28	8.87	0.81	0.81	0.80	0.81	0.86	1.87	4.36	16.09	45.05	45.05	45.05	45.05	35.19	22.52	12.87	12.31	11.21	0.91	0.82	0.78	0.89
119	59	70	0.72	0.72	0.73	0.73	0.73	0.73	0.73	0.73	0.72	0.71	0.73	0.73	0.72	0.71	0.71	1.00	1.43	1.47	2.25	0.90	1.27	2.70	3.07	18.06	29.99	29.99	29.99	29.99	0.76	0.78	0.76	0.76
120	60	71	0.72	0.72	0.73	0.73	0.73	0.73	0.72	0.73	0.72	0.72	0.72	0.72	0.72	0.72	0.71	0.73	1.24	1.67	2.96	2.38	5.57	20.26	29.99	29.99	29.99	29.99	29.99	29.99	29.99	11.81	0.82	0.76
121	61	72	0.82	0.86	0.87	1.10	1.03	1.16	1.12	1.16	1.64	2.59	13.33	13.41	32.64	45.05	45.05	29.25	1.41	2.46	3.82	10.10	13.73	45.05	45.05	45.05	45.05	45.05	28.88	16.09	8.47	1.06	0.99	1.04
122	62	73	0.73	0.72	0.73	0.72	0.74	0.75	0.74	1.07	11.19	7.65	0.73	0.74	0.72	0.71	0.71	1.00	1.23	1.50	2.14	9.25	26.30	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	0.82	0.85	0.75
123	63	74	0.72	0.73	0.73	0.73	0.75	0.75	0.74	0.74	0.73	0.72	0.73	0.72	0.72	0.72	0.72	1.00	1.96	1.27	1.10	1.83	8.98	19.47	19.47	23.80	19.73	5.19	4.22	8.10	4.50	2.95	0.79	0.75
124	64	75	0.82	0.83	0.86	0.84	0.87	0.83	0.83	0.82	0.82	0.82	0.81	0.81	0.82	0.82	0.80	1.00	1.04	1.11	1.08	1.10	1.29	1.32	1.81	5.59	45.05	45.05	45.05	45.05	4.49	0.81	0.91	1.01
125	65	76	0.73	0.72	0.72	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.72	0.72	0.72	0.72	0.72	1.00	0.79	0.80	0.81	0.79	0.80	0.84	0.85	0.80	0.76	0.79	0.76	0.74	1.00	0.85	1.00	1.00
126	66	77	0.71	0.72	0.72	0.73	0.73	0.74	0.73	0.73	0.72	0.75	0.73	0.72	0.72	0.71	0.72	1.00	0.78	0.80	0.78	0.77	0.78	0.77	0.77	0.79	0.78	1.00	0.73	1.16	1.00	0.74	1.00	1.00
127	67	68	0.73	0.73	0.73	0.72	0.73	0.73	0.73	0.74	0.75	1.00	1.00	1.00	0.78	1.00	1.00	1.00	0.70	0.72	0.72	0.74	0.73	0.73	0.72	0.73	0.72	0.73	0.74	0.72	0.73	0.69	0.72	0.71
128	68	69	0.86	0.86	1.59	3.92	17.04	29.99	29.99	29.99	29.99	29.99	27.76	1.00	1.00	1.00	1.00	1.00	0.73	0.72	0.73	0.74	0.73	0.75	0.74	0.73	0.73	0.73	0.73	0.73	0.74	0.71	0.73	0.71
129	69	70	0.72	0.72	0.72	0.72	0.73	0.75	0.73	0.73	0.73	0.72	0.72	1.00	0.69	1.00	0.74	1.00	0.90	0.91	1.46	2.72	5.81	18.51	29.40	29.99	29.99	20.26	3.81	0.75	0.74	0.76	0.76	0.77
130	70	71	0.72	0.72	0.73	0.72	0.72	0.72	0.72	0.72	0.72	0.71	0.72	0.73	1.00	1.00	1.00	1.00	0.72	0.72	0.72	0.72	0.73	0.73	0.73	0.73	0.73	0.71	0.71	0.72	0.72	0.72	0.71	0.71
131	71	72	0.89	1.37	7.69	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	0.72	0.73	0.72	0.73	0.73	0.74	0.73	0.74	0.72	0.73	0.73	0.73	0.73	0.74	0.73	0.72
132	72	73	0.72	0.73	0.73	0.73	0.73	0.72	0.72	0.73	1.67	0.91	0.72	0.73	0.74	1.00	0.75	0.73	0.95	1.72	5.77	21.73	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99
133	73	74	0.73	0.72	0.72	0.72	0.72	0.73	0.72	0.72	0.72	0.72	0.72	0.72	0.71	0.71	0.71	0.72	0.73	0.72	0.73	0.74	0.73	0.73	0.72	1.09	25.85	24.58	0.72	0.70	0.71	0.70	0.71	1.00
134	74	75	0.96	1.07	3.15	8.52	13.04	4.54	0.94	0.91	0.77	0.74	0.76	0.91	0.76	0.77	1.00	0.76	0.72	0.73	0.73	0.74	0.73	0.73	0.73	0.72	0.72	0.71	0.72	0.72	0.72	0.71	0.72	1.00
135	75	76	0.72	0.72	0.73	0.73	0.73	0.73	0.72	0.71	0.72	0.71	0.71	0.72	0.72	0.71	0.70	0.72	0.91	0.98	2.10	7.61	1.96	2.23	1.20	1.21	0.79	1.00	1.00	1.00	1.00	0.72	1.00	1.00
136	76	77	0.72	0.72	0.72	0.73	0.74	0.73	0.73	0.72	0.72	0.70	0.73	0.73	0.72	0.72	0.71	1.00	0.73	0.73	0.73	0.76	0.74	0.73	0.73	0.72	0.72	1.00	1.00	1.00	1.00	1.00	1.00	1.00
137	67	78	0.73	0.73	0.74	0.74	0.73	0.73	0.72	0.72	0.72	0.72	0.72	0.71	0.71	1.00	0.73	1.00	0.72	0.73	0.74	0.73	0.73	0.72	0.72	0.73	0.72	0.73	0.71	0.72	0.73	1.00	1.00	0.71
138	68	79	0.72	0.72	0.73	0.73	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.73	0.71	0.73	0.72	0.73	0.73	0.73	0.74	0.73	0.72	0.72	0.72	0.72	0.73	0.72	0.70	1.00	0.70	0.70	0.73
139	69	80	0.82	0.87	0.87	0.81	0.80	1.06	1.72	2.80	6.15	6.26	0.82	0.79	0.79	0.80	0.80	0.83	0.81	0.82	0.82	2.43	19.42	45.05	44.16	45.05	24.75	14.25	9.05	0.80	0.79	0.79	0.85	0.79
140	70	81	0.72	0.73	0.73	0.73	0.72	0.72	0.72	0.72	0.72	0.72	0.71	0.72	0.71	0.71	0.71	0.71	0.72	0.73	0.73	0.73	0.73	0.72	0.72	0.72	0.71	0.71	0.72	0.71	0.72	0.69	0.74	0.70
141	71	82	0.72	0.73	0.73	0.72	0.72	0.72	0.73	0.72	0.71	0.71	0.71	0.72	0.72	0.71	0.71	0.72	0.73	0.72	0.74	0.73	0.73	0.72	0.72	0.73	0.73	0.71	0.71	0.72	0.72	0.70	0.71	0.71
142	72	83	0.82	0.86	1.13	0.81	0.81	0.81	0.81	1.33	2.55	20.11	45.05	35.19	45.05	45.05	45.05	17.06	0.81	0.81	0.91	0.90	0.81	8.40	45.05	45.05	45.05	45.05	40.22	19.58	7.27	1.87	0.98	0.80
143	73	84	0.72	0.73	0.73	0.73	0.72	0.73	0.72	0.72	0.73	0.72	0.72	0.72	0.71	0.71	0.70	0.72	0.73	0.72	0.73	0.72	0.72	0.72	0.72	1.19	13.27	2.65	0.71	0.71	0.70	0.72	0.71	0.71
144	74	85	0.72	0.74	0.73	0.73	0.72	0.72	0.72	0.72	0.72	0.71	0.71	0.71	0.71	0.72	0.72	0.72	0.73	0.72	0.73	0.72	0.72	0.72	0.72	0.72	0.71	0.71	0.71	0.72	0.70	0.72	1.00	0.70
145	75	86	0.82	0.84	0.84	0.83	0.81	0.82	0.81	0.81	0.80	0.80	0.79	0.79	0.80	0.81	0.80	0.83	0.80	0.80	0.85	0.83	0.82	0.81	0.80	0.80	0.79	0.79	0.80	0.80	0.78	0.89	0.78	0.79
146	76	87	0.73	0.72	0.74	0.73	0.71	0.72	0.72	0.72	0.71	0.72	0.71	0.71	0.71	0.72	0.72	0.71	0.72	0.72	0.73	0.73	0.72	0.72	0.72	0.72	0.71	0.70	0.75	0.71	1.00	1.00	1.00	0.75
147	77	88	0.72	0.74	0.74	0.73	0.72	0.72	0.72	0.73	0.72	0.72	0.72	0.73	0.72	0.72	0.72	1.00	0.72	0.73	0.74	0.73	0.72	0.72	0.72	0.73	0.71	1.00	0.71	0.71	1.00	0.71	1.00	1.00
148	78	79	0.73	0.73	0.73	0.72	0.72	0.73	0.73	0.73	0.73	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.72	0.73	0.73	0.74	0.72	0.72	0.72	0.71	0.73	0.73	0.73	0.72	0.73	0.73	0.73	0.74
149	79	80	0.89	1.07	1.30	0.96	0.85	7.11	24.18	29.99	29.99	29.99	1.00	1.00	1.00	1.00	1.00	1.00	0.73	0.73	0.73	0.73	0.73	0.72	0.74	0.73	0.73	0.74	0.72	0.71	0.71	0.71	0.72	0.72
150	80	81	0.74	0.73	0.73	0.73	0.72	0.73	0.72	0.72	0.72	0.72	0.72	1.00	0.76	0.76	0.75	1.00	0.82	1.21	1.14	0.93	1.01	4.06	13.51	29.99	29.99	16.85	0.77	0.77	0.75	0.75	0.76	0.76
151	81	82	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.71	0.72	0.72	0.71	1.00	1.00	1.00	1.00	0.72	0.73	0.73	0.72	0.73	0.73	0.73	0.72	0.72	0.71	0.72	0.72	0.72	0.71	0.71	0.71
152	82	83	0.97	2.89	4.60	0.87	1.01	1.32	4.36	24.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	0.73	0.74	0.74	0.72	0.73	0.72	0.72	0.74	0.73	0.73	0.73	0.73	0.72	0.72	0.74	0.72
153	83	84	0.73	0.73	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.73	0.72	0.72	0.72	1.00	1.00	0.73	1.28	2.03	5.26	1.06	0.86	1.29	4.09	22.05	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99
154	84	85	0.72	0.73	0.72	0.72	0.72	0.72	0.72	0.73	0.73	0.71	0.71	0.72	0.71	0.72	0.71	0.72	0.73	0.74	0.73	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.71	0.72	0.72	0.70	1.00
155	85	86	0.88	1.01	0.93	0.97	0.83	0.83	0.84	0.85	0.75	0.76	0.78	0.79	0.92	0.75	1.00	0.76	0.73	0.74	0.74	0.72	0.73	0.73	0.72	0.73	0.71	0.71	0.72	0.71	0.71	0.73	0.70	1.00
156	86	87	0.72	0.73	0.73	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.71	0.72	0.71	0.72	0.71	0.74	0.87	1.26	1.09	0.90	0.94	0.97	1.10	0.94	0.78	1.00	1.00	1.00	1.00	1.00	1.00	1.00
157	87	88	0.72	0.74	0.73	0.72	0.72	0.72	0.72	0.73	0.73	0.72	0.72	0.72	0.73	0.73	0.72	0.74	0.73	0.73	0.74	0.73	0.73	0.73	0.73	0.72	0.70	1.00	1.00	1.00	0.71	0.70	0.74	1.00
158	78	89	0.78	0.76	0.77	0.80	0.78	0.78	0.78	0.77	0.75	0.75	0.76	0.75	0.73	0.74	0.77	1.00	0.74	0.74	0.73	0.72	0.72	0.72	0.72	0.73	0.72	1.00	0.72	0.70	0.71	1.00	0.74	0.73
159	79	90	0.77	0.77	0.80	0.84	0.79	0.79	0.80	0.78	0.78	0.77	0.75	0.75	0.76	0.75	0.74	0.77	0.73	0.75	0.73	0.73	0.73	0.73	0.72	0.72	0.72	1.00	0.71	0.72	1.00	0.71	0.72	0.72
160	80	91	1.17	1.05	0.97	0.97	1.03	1.06	1.08	1.27	1.31	0.96	1.08	0.90	0.87	0.90	1.01	0.87	0.81	0.82	0.83	0.82	0.82	8.44	37.54	45.05	31.28	16.81	0.82	0.82	0.79	0.81	0.83	0.81
161	81	92	1.03	0.82	0.89	0.84	0.84	0.96	1.07	0.85	0.81	0.76	0.76	0.76	0.75	0.76	0.76	0.78	0.75	0.74	0.72	0.72	0.72	0.72	0.73	0.72	0.72	1.00	0.72	0.72	0.70	0.73	0.72	0.73
162	82	93	1.04	1.47	0.90	0.89	0.87	0.94	0.99	0.94	1.06	0.76	0.78	0.77	0.76	0.76	0.76	0.79	0.72	0.73	0.73	0.72	0.72	0.72	0.73	0.73	0.72	1.00	0.71	0.71	1.00	0.72	0.70	0.71
163	83	94	3.21	5.24	2.62	0.97	1.00	1.11	1.51	2.44	16.32	45.05	45.05	45.05	45.05	45.05	45.05	13.82	0.82	0.84	0.84	0.82	0.82	0.82	4.49	39.51	45.05	45.05	42.50	8.56	0.81	0.81	0.82	0.82
164	84	95	1.00	1.04	0.90	0.92	2.08	5.07	14.28	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	0.73	0.74	0.73	0.72	0.72	0.72	0.72	0.74	0.73	0.73	0.72	0.72	0.74	0.73	0.72	0.72
165	85	96	0.96	1.06	0.92	0.94	0.88	0.89	1.25	11.62	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	0.73	0.74	0.72	0.73	0.73	0.72	0.72	0.72	0.73	0.73	0.73	0.72	0.77	0.73	1.00	0.71
166	86	97	1.81	1.85	1.08	1.04	1.03	1.06	2.33	3.54	2.05	0.93	0.98	0.91	0.96	0.98	0.94	1.05	0.81	0.86	0.84	0.82	0.81	0.81	0.82	0.81	0.80	0.80	0.80	0.79	0.79	0.79	0.79	0.80
167	87	98	0.79	0.81	0.82	0.83	0.78	0.78	0.81	0.80	0.77	0.75	0.75	0.78	0.76	0.75	0.78	0.72	0.73	0.74	0.73	0.72	0.72	0.72	0.72	0.72	0.69	1.00	0.73	0.71	0.72	0.75	1.00	0.72
168	88	99	0.76	0.79	0.77	0.78	0.78	0.78	0.77	0.79	0.78	0.75	0.76	0.75	0.74	0.76	0.74	1.00	0.74	0.74	0.73	0.72	0.73	0.73	0.73	0.73	0.71	1.00	0.73	0.74	0.74	0.74	1.00	0.74
169	89	90	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.82	0.83	0.81	0.80	0.80	0.79	0.81	0.81	0.80	0.82	0.81	0.83	0.81	0.81	0.81	0.81
170	90	91	1.01	1.01	1.03	1.02	0.99	0.96	1.00	1.73	4.20	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.83	0.84	0.84	0.82	0.82	0.82	0.82	0.83	0.82	0.82	0.82	0.82	0.81	0.81	0.81	0.82
171	91	92	0.82	0.83	0.83	0.82	0.82	0.82	0.82	0.81	0.82	0.80	0.81	0.89	0.90	0.78	1.00	1.00	1.12	1.54	3.54	9.42	10.24	14.25	14.08	21.87	14.92	1.00	0.92	0.93	0.96	0.89	0.88	0.93
172	92	93	0.81	0.81	0.81	0.81	0.82	0.81	0.81	0.81	0.80	0.80	0.80	1.00	1.00	1.00	1.00	1.00	0.82	0.83	0.83	0.81	0.84	0.83	0.83	0.81	0.81	0.80	0.80	0.80	0.80	0.79	0.80	0.80
173	93	94	1.06	1.12	1.08	1.08	1.07	1.14	1.13	1.10	11.85	45.05	45.05	45.05	45.05	45.05	45.05	45.05	0.84	0.86	0.84	0.85	0.83	0.84	0.86	0.83	0.83	0.82	0.81	0.81	0.81	0.81	0.80	0.81
174	94	95	0.83	0.83	0.82	0.83	1.02	2.04	3.61	17.60	45.05	45.05	45.05	45.05	45.05	45.05	45.05	16.56	1.69	5.15	14.17	41.71	45.05	45.05	45.05	45.05	45.05	45.05	45.05	45.05	45.05	45.05	45.05	12.80
175	95	96	0.83	0.83	0.82	0.81	0.82	0.82	0.89	4.31	24.75	0.95	0.94	3.74	1.18	1.28	0.85	0.93	0.81	0.82	0.82	0.96	6.93	15.75	42.50	45.05	45.05	45.05	45.05	45.05	45.05	45.05	45.05	13.99
176	96	97	0.99	1.05	0.98	0.98	0.95	1.00	1.20	1.82	0.95	0.88	1.05	1.20	0.93	0.88	0.81	1.03	0.82	0.82	0.81	0.82	0.81	0.82	0.92	13.65	45.05	45.05	45.05	45.05	45.05	36.33	45.05	22.75
177	97	98	0.84	0.84	0.83	0.82	0.83	0.82	0.85	0.82	0.81	0.81	0.82	0.81	0.82	0.82	0.82	0.82	1.22	1.35	2.09	3.82	3.79	4.33	5.80	1.85	0.95	1.00	1.00	1.00	1.00	1.00	1.00	1.00
178	98	99	0.82	0.81	0.80	0.80	0.80	0.81	0.81	0.81	0.81	0.80	0.81	0.81	0.82	0.82	0.83	0.81	0.83	0.82	0.82	0.83	0.82	0.82	0.82	0.82	0.82	1.00	1.00	0.94	1.00	1.00	1.00	1.00
179	89	100	0.73	0.74	0.73	0.72	0.72	0.72	0.72	0.73	0.72	0.72	0.72	0.72	0.73	0.73	0.72	0.73	0.79	0.81	0.79	0.79	0.79	0.79	0.78	0.81	0.83	1.00	1.00	1.00	1.00	1.00	1.00	1.00
180	90	101	0.74	0.73	0.72	0.71	0.72	0.72	0.73	0.73	0.73	0.72	0.73	0.73	0.72	0.73	0.72	0.72	0.86	0.95	0.85	0.82	0.85	0.82	0.81	0.81	0.79	1.00	1.00	1.00	1.00	1.00	1.00	1.00
181	91	102	0.85	0.83	0.82	0.83	0.85	0.85	0.84	0.83	0.82	0.81	0.83	0.81	0.80	0.80	0.82	0.81	2.05	2.47	1.15	1.49	1.26	2.06	2.46	3.26	13.02	0.90	1.00	1.00	1.00	1.00	1.00	1.00
182	92	103	0.73	0.73	0.72	0.72	0.72	0.72	0.72	0.73	0.72	0.71	0.72	0.72	0.72	0.73	0.71	0.72	1.15	2.05	1.46	0.93	0.89	1.36	0.99	0.89	0.85	1.00	1.00	1.00	1.00	0.73	1.00	1.00
183	93	104	0.73	0.73	0.72	0.72	0.72	0.72	0.72	0.73	0.72	0.73	0.72	0.72	0.72	0.72	0.71	0.72	1.79	6.88	3.41	0.93	1.14	0.94	1.08	1.10	0.95	1.00	1.00	1.00	1.00	1.00	1.00	1.00
184	94	105	0.83	0.81	0.81	0.82	0.82	0.83	0.83	0.83	0.82	0.83	0.81	0.81	0.82	0.79	0.79	0.82	1.08	1.11	1.11	1.06	1.02	1.09	1.06	1.13	5.94	1.00	45.05	1.00	1.00	1.00	1.00	1.00
185	95	106	0.73	0.73	0.71	0.72	0.73	0.73	0.73	0.73	0.73	0.72	0.73	0.72	0.73	0.73	0.73	0.74	1.37	1.81	0.97	1.23	10.06	17.64	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99
186	96	107	0.73	0.73	0.72	0.72	0.72	0.73	0.73	0.74	0.74	0.72	0.73	0.75	0.74	0.73	0.74	0.73	0.83	1.10	0.93	1.06	0.87	0.90	0.99	11.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99	1.00
187	97	108	0.82	0.81	0.82	0.81	0.83	0.82	0.83	0.84	0.82	0.83	0.82	0.83	0.83	0.82	0.81	0.82	0.94	0.93	1.03	0.98	1.01	1.02	1.01	0.97	0.90	1.00	1.00	1.00	1.00	1.00	1.00	1.00
188	98	109	0.73	0.72	0.72	0.72	0.72	0.72	0.72	0.73	0.72	0.71	0.72	0.73	0.73	0.73	0.72	0.73	0.81	0.81	0.79	0.78	0.80	0.79	0.80	0.80	0.77	1.00	0.89	1.00	1.00	1.00	1.00	1.00
189	99	110	0.72	0.73	0.72	0.72	0.73	0.73	0.72	0.73	0.72	0.73	0.72	0.73	0.73	0.72	0.71	0.72	0.79	0.80	0.80	0.78	0.78	0.79	0.80	0.79	0.77	1.00	1.00	1.00	0.81	0.74	1.00	0.73
190	100	101	0.73	0.73	0.73	0.73	0.74	0.73	0.73	0.73	0.72	1.00	1.00	0.73	1.00	1.00	1.00	1.00	0.74	0.73	0.73	0.74	0.74	0.73	0.73	0.72	0.74	0.73	0.72	0.72	0.74	0.72	0.73	0.72
191	101	102	0.81	0.80	0.79	0.80	0.82	0.80	0.79	0.82	0.85	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.72	0.72	0.72	0.72	0.73	0.71	0.71	0.73
192	102	103	0.72	0.73	0.73	0.72	0.73	0.72	0.73	0.73	0.72	0.72	0.76	1.00	0.71	1.00	0.69	0.75	0.78	0.80	0.80	0.81	0.85	0.82	0.82	0.80	0.78	0.75	0.76	0.76	0.74	0.74	0.73	0.76
193	103	104	0.73	0.72	0.72	0.72	0.72	0.73	0.72	0.73	0.72	0.72	0.71	1.00	1.00	1.00	1.00	1.00	0.72	0.72	0.73	0.73	0.72	0.72	0.73	0.72	0.72	0.73	0.72	0.73	0.74	0.72	0.72	0.72
194	104	105	0.80	0.79	0.78	0.82	0.79	0.80	0.79	0.86	0.76	0.75	0.85	1.00	1.00	1.00	1.00	1.00	0.73	0.72	0.72	0.72	0.73	0.72	0.72	0.73	0.72	0.73	0.72	0.72	0.71	0.72	0.73	0.72
195	105	106	0.72	0.72	0.72	0.72	0.73	0.72	0.72	0.73	0.72	0.72	0.73	0.72	0.72	1.00	0.70	0.73	0.80	0.83	0.81	0.84	0.80	0.86	0.89	0.84	0.78	0.76	0.77	0.76	0.76	0.77	0.74	0.76
196	106	107	0.72	0.72	0.72	0.72	0.73	0.72	0.72	0.72	0.72	0.74	0.72	0.72	0.74	0.74	0.74	0.73	0.72	0.73	0.73	0.73	0.72	0.73	0.73	0.73	0.71	0.72	0.71	0.73	0.72	0.73	0.72	0.72
197	107	108	0.78	0.78	0.79	0.78	0.80	0.80	0.80	0.79	0.75	0.75	0.76	0.76	0.75	0.76	0.73	0.78	0.74	0.73	0.74	0.72	0.72	0.72	0.73	0.73	0.72	0.71	0.74	0.74	0.74	0.72	0.73	0.74
